date,sku_id,units_sold,is_promo,is_stockout,year,month,day_of_week,is_weekend,is_back_to_school,is_holiday_season,lag_1,lag_7,rolling_mean_7,rolling_mean_30,units_sold_diff
2022-04-23,MBA13,253,0,0,2022,4,5,1,0,0,333.0,201.0,270.57142857142856,295.4,-80.0
2022-04-24,MBA13,239,0,0,2022,4,6,1,0,0,253.0,184.0,278.0,293.4,-14.0
2022-04-25,MBA13,281,0,0,2022,4,0,0,0,0,239.0,305.0,285.85714285714283,290.3666666666667,42.0
2022-04-26,MBA13,313,0,0,2022,4,1,0,0,0,281.0,281.0,282.42857142857144,280.56666666666666,32.0
2022-04-27,MBA13,298,0,0,2022,4,2,0,0,0,313.0,287.0,287.0,282.5,-15.0
2022-04-28,MBA13,298,0,0,2022,4,3,0,0,0,298.0,303.0,288.57142857142856,282.3333333333333,0.0
2022-04-29,MBA13,314,0,0,2022,4,4,0,0,0,298.0,333.0,287.85714285714283,281.4,16.0
2022-04-30,MBA13,238,0,0,2022,4,5,1,0,0,314.0,253.0,285.14285714285717,281.96666666666664,-76.0
2022-05-01,MBA13,241,0,0,2022,5,6,1,0,0,238.0,239.0,283.0,279.2,3.0
2022-05-02,MBA13,296,0,0,2022,5,0,0,0,0,241.0,281.0,283.2857142857143,277.3666666666667,55.0
2022-05-03,MBA13,296,0,0,2022,5,1,0,0,0,296.0,313.0,285.42857142857144,279.8666666666667,0.0
2022-05-04,MBA13,297,1,0,2022,5,2,0,0,0,296.0,298.0,283.0,281.46666666666664,1.0
2022-05-05,MBA13,269,0,0,2022,5,3,0,0,0,297.0,298.0,282.85714285714283,282.0,-28.0
2022-05-06,MBA13,299,0,0,2022,5,4,0,0,0,269.0,314.0,278.7142857142857,280.8,30.0
2022-05-07,MBA13,582,1,0,2022,5,5,1,0,0,299.0,238.0,276.57142857142856,280.3666666666667,283.0
2022-05-08,MBA13,233,0,0,2022,5,6,1,0,0,582.0,241.0,325.7142857142857,290.3666666666667,-349.0
2022-05-09,MBA13,302,0,0,2022,5,0,0,0,0,233.0,296.0,324.57142857142856,288.26666666666665,69.0
2022-05-10,MBA13,291,1,0,2022,5,1,0,0,0,302.0,296.0,325.42857142857144,290.0,-11.0
2022-05-11,MBA13,342,1,0,2022,5,2,0,0,0,291.0,297.0,324.7142857142857,291.8666666666667,51.0
2022-05-12,MBA13,320,0,0,2022,5,3,0,0,0,342.0,269.0,331.14285714285717,292.2,-22.0
2022-05-13,MBA13,294,0,0,2022,5,4,0,0,0,320.0,299.0,338.42857142857144,293.03333333333336,-26.0
2022-05-14,MBA13,244,0,0,2022,5,5,1,0,0,294.0,582.0,337.7142857142857,293.46666666666664,-50.0
2022-05-15,MBA13,232,0,0,2022,5,6,1,0,0,244.0,233.0,289.42857142857144,290.8666666666667,-12.0
2022-05-16,MBA13,285,1,0,2022,5,0,0,0,0,232.0,302.0,289.2857142857143,288.8666666666667,53.0
2022-05-17,MBA13,298,1,0,2022,5,1,0,0,0,285.0,291.0,286.85714285714283,291.6666666666667,13.0
2022-05-18,MBA13,317,0,0,2022,5,2,0,0,0,298.0,342.0,287.85714285714283,295.46666666666664,19.0
2022-05-19,MBA13,298,0,0,2022,5,3,0,0,0,317.0,320.0,284.2857142857143,295.8666666666667,-19.0
2022-05-20,MBA13,271,0,0,2022,5,4,0,0,0,298.0,294.0,281.14285714285717,296.43333333333334,-27.0
2022-05-21,MBA13,243,0,0,2022,5,5,1,0,0,271.0,244.0,277.85714285714283,295.9,-28.0
2022-05-22,MBA13,261,0,0,2022,5,6,1,0,0,243.0,232.0,277.7142857142857,293.9,18.0
2022-05-23,MBA13,284,0,0,2022,5,0,0,0,0,261.0,285.0,281.85714285714283,291.5,23.0
2022-05-24,MBA13,276,0,0,2022,5,1,0,0,0,284.0,298.0,281.7142857142857,292.53333333333336,-8.0
2022-05-25,MBA13,305,1,0,2022,5,2,0,0,0,276.0,317.0,278.57142857142856,293.76666666666665,29.0
2022-05-26,MBA13,335,1,0,2022,5,3,0,0,0,305.0,298.0,276.85714285714283,294.56666666666666,30.0
2022-05-27,MBA13,276,0,0,2022,5,4,0,0,0,335.0,271.0,282.14285714285717,295.3,-59.0
2022-05-28,MBA13,237,0,0,2022,5,5,1,0,0,276.0,243.0,282.85714285714283,294.56666666666666,-39.0
2022-05-29,MBA13,260,0,0,2022,5,6,1,0,0,237.0,261.0,282.0,292.53333333333336,23.0
2022-05-30,MBA13,327,1,0,2022,5,0,0,0,0,260.0,284.0,281.85714285714283,290.73333333333335,67.0
2022-05-31,MBA13,295,0,0,2022,5,1,0,0,0,327.0,276.0,288.0,293.7,-32.0
2022-06-01,MBA13,327,0,0,2022,6,2,0,0,0,295.0,305.0,290.7142857142857,295.5,32.0
2022-06-02,MBA13,291,0,0,2022,6,3,0,0,0,327.0,335.0,293.85714285714283,296.53333333333336,-36.0
2022-06-03,MBA13,295,0,0,2022,6,4,0,0,0,291.0,276.0,287.57142857142856,296.3666666666667,4.0
2022-06-04,MBA13,211,0,0,2022,6,5,1,0,0,295.0,237.0,290.2857142857143,296.3,-84.0
2022-06-05,MBA13,256,0,0,2022,6,6,1,0,0,211.0,260.0,286.57142857142856,294.3666666666667,45.0
2022-06-06,MBA13,304,0,0,2022,6,0,0,0,0,256.0,327.0,286.0,292.93333333333334,48.0
2022-06-07,MBA13,295,0,0,2022,6,1,0,0,0,304.0,295.0,282.7142857142857,283.6666666666667,-9.0
2022-06-08,MBA13,228,0,1,2022,6,2,0,0,0,295.0,327.0,282.7142857142857,285.73333333333335,-67.0
2022-06-09,MBA13,297,0,0,2022,6,3,0,0,0,228.0,291.0,268.57142857142856,283.26666666666665,69.0
2022-06-10,MBA13,285,0,0,2022,6,4,0,0,0,297.0,295.0,269.42857142857144,283.46666666666664,-12.0
2022-06-11,MBA13,233,0,0,2022,6,5,1,0,0,285.0,211.0,268.0,281.56666666666666,-52.0
2022-06-12,MBA13,243,0,0,2022,6,6,1,0,0,233.0,256.0,271.14285714285717,278.6666666666667,10.0
2022-06-13,MBA13,302,0,0,2022,6,0,0,0,0,243.0,304.0,269.2857142857143,276.96666666666664,59.0
2022-06-14,MBA13,302,0,0,2022,6,1,0,0,0,302.0,295.0,269.0,278.9,0.0
2022-06-15,MBA13,284,0,0,2022,6,2,0,0,0,302.0,228.0,270.0,281.23333333333335,-18.0
2022-06-16,MBA13,210,0,1,2022,6,3,0,0,0,284.0,297.0,278.0,281.2,-74.0
2022-06-17,MBA13,277,0,0,2022,6,4,0,0,0,210.0,285.0,265.57142857142856,278.26666666666665,67.0
2022-06-18,MBA13,260,0,0,2022,6,5,1,0,0,277.0,233.0,264.42857142857144,276.93333333333334,-17.0
2022-06-19,MBA13,232,0,0,2022,6,6,1,0,0,260.0,243.0,268.2857142857143,275.6666666666667,-28.0
2022-06-20,MBA13,294,0,0,2022,6,0,0,0,0,232.0,302.0,266.7142857142857,274.3666666666667,62.0
2022-06-21,MBA13,307,0,0,2022,6,1,0,0,0,294.0,302.0,265.57142857142856,276.06666666666666,13.0
2022-06-22,MBA13,291,0,0,2022,6,2,0,0,0,307.0,284.0,266.2857142857143,277.6,-16.0
2022-06-23,MBA13,321,1,0,2022,6,3,0,0,0,291.0,210.0,267.2857142857143,277.8333333333333,30.0
2022-06-24,MBA13,290,0,0,2022,6,4,0,0,0,321.0,277.0,283.14285714285717,279.3333333333333,-31.0
2022-06-25,MBA13,182,0,1,2022,6,5,1,0,0,290.0,260.0,285.0,278.8333333333333,-108.0
2022-06-26,MBA13,217,0,1,2022,6,6,1,0,0,182.0,232.0,273.85714285714283,273.73333333333335,35.0
2022-06-27,MBA13,309,0,0,2022,6,0,0,0,0,217.0,294.0,271.7142857142857,271.76666666666665,92.0
2022-06-28,MBA13,311,0,0,2022,6,1,0,0,0,309.0,307.0,273.85714285714283,274.1666666666667,2.0
2022-06-29,MBA13,277,0,0,2022,6,2,0,0,0,311.0,291.0,274.42857142857144,275.8666666666667,-34.0
2022-06-30,MBA13,284,0,0,2022,6,3,0,0,0,277.0,321.0,272.42857142857144,274.2,7.0
2022-07-01,MBA13,294,0,0,2022,7,4,0,0,0,284.0,290.0,267.14285714285717,273.8333333333333,10.0
2022-07-02,MBA13,234,0,0,2022,7,5,1,0,0,294.0,182.0,267.7142857142857,272.73333333333335,-60.0
2022-07-03,MBA13,249,0,0,2022,7,6,1,0,0,234.0,217.0,275.14285714285717,270.8333333333333,15.0
2022-07-04,MBA13,303,0,0,2022,7,0,0,0,0,249.0,309.0,279.7142857142857,269.3,54.0
2022-07-05,MBA13,313,0,0,2022,7,1,0,0,0,303.0,311.0,278.85714285714283,272.3666666666667,10.0
2022-07-06,MBA13,303,1,0,2022,7,2,0,0,0,313.0,277.0,279.14285714285717,274.26666666666665,-10.0
2022-07-07,MBA13,297,0,0,2022,7,3,0,0,0,303.0,284.0,282.85714285714283,274.23333333333335,-6.0
2022-07-08,MBA13,310,0,0,2022,7,4,0,0,0,297.0,294.0,284.7142857142857,274.3,13.0
2022-07-09,MBA13,231,0,0,2022,7,5,1,0,0,310.0,234.0,287.0,277.03333333333336,-79.0
2022-07-10,MBA13,181,0,1,2022,7,6,1,0,0,231.0,249.0,286.57142857142856,274.8333333333333,-50.0
2022-07-11,MBA13,328,1,0,2022,7,0,0,0,0,181.0,303.0,276.85714285714283,271.3666666666667,147.0
2022-07-12,MBA13,265,0,0,2022,7,1,0,0,0,328.0,313.0,280.42857142857144,274.53333333333336,-63.0
2022-07-13,MBA13,316,0,0,2022,7,2,0,0,0,265.0,303.0,273.57142857142856,275.26666666666665,51.0
2022-07-14,MBA13,290,0,0,2022,7,3,0,0,0,316.0,297.0,275.42857142857144,275.73333333333335,-26.0
2022-07-15,MBA13,294,0,0,2022,7,4,0,0,0,290.0,310.0,274.42857142857144,275.3333333333333,4.0
2022-07-16,MBA13,613,1,0,2022,7,5,1,0,0,294.0,231.0,272.14285714285717,275.6666666666667,319.0
2022-07-17,MBA13,249,0,0,2022,7,6,1,0,0,613.0,181.0,326.7142857142857,289.1,-364.0
2022-07-18,MBA13,215,0,1,2022,7,0,0,0,0,249.0,328.0,336.42857142857144,288.1666666666667,-34.0
2022-07-19,MBA13,282,0,0,2022,7,1,0,0,0,215.0,265.0,320.2857142857143,286.6666666666667,67.0
2022-07-20,MBA13,295,0,0,2022,7,2,0,0,0,282.0,316.0,322.7142857142857,288.3333333333333,13.0
2022-07-21,MBA13,249,0,1,2022,7,3,0,0,0,295.0,290.0,319.7142857142857,288.3666666666667,-46.0
2022-07-22,MBA13,315,1,0,2022,7,4,0,0,0,249.0,294.0,313.85714285714283,286.43333333333334,66.0
2022-07-23,MBA13,239,0,0,2022,7,5,1,0,0,315.0,613.0,316.85714285714283,287.23333333333335,-76.0
2022-07-24,MBA13,232,0,0,2022,7,6,1,0,0,239.0,249.0,263.42857142857144,284.5,-7.0
2022-07-25,MBA13,320,0,0,2022,7,0,0,0,0,232.0,215.0,261.0,282.56666666666666,88.0
2022-07-26,MBA13,292,0,0,2022,7,1,0,0,0,320.0,282.0,276.0,287.1666666666667,-28.0
2022-07-27,MBA13,308,0,0,2022,7,2,0,0,0,292.0,295.0,277.42857142857144,289.6666666666667,16.0
2022-07-28,MBA13,292,0,0,2022,7,3,0,0,0,308.0,249.0,279.2857142857143,289.6333333333333,-16.0
2022-07-29,MBA13,275,0,0,2022,7,4,0,0,0,292.0,315.0,285.42857142857144,289.0,-17.0
2022-07-30,MBA13,211,0,0,2022,7,5,1,0,0,275.0,239.0,279.7142857142857,288.93333333333334,-64.0
2022-07-31,MBA13,243,0,0,2022,7,6,1,0,0,211.0,232.0,275.7142857142857,286.5,32.0
2022-08-01,MBA13,407,0,0,2022,8,0,0,1,0,243.0,320.0,277.2857142857143,284.8,164.0
2022-08-02,MBA13,418,0,0,2022,8,1,0,1,0,407.0,292.0,289.7142857142857,290.56666666666666,11.0
2022-08-03,MBA13,396,0,0,2022,8,2,0,1,0,418.0,308.0,307.7142857142857,296.2,-22.0
2022-08-04,MBA13,393,0,0,2022,8,3,0,1,0,396.0,292.0,320.2857142857143,299.3,-3.0
2022-08-05,MBA13,322,0,1,2022,8,4,0,1,0,393.0,275.0,334.7142857142857,301.96666666666664,-71.0
2022-08-06,MBA13,306,0,0,2022,8,5,1,1,0,322.0,211.0,341.42857142857144,302.6,-16.0
2022-08-07,MBA13,261,0,1,2022,8,6,1,1,0,306.0,243.0,355.0,302.9,-45.0
2022-08-08,MBA13,401,0,0,2022,8,0,0,1,0,261.0,407.0,357.57142857142856,301.26666666666665,140.0
2022-08-09,MBA13,395,0,0,2022,8,1,0,1,0,401.0,418.0,356.7142857142857,306.93333333333334,-6.0
2022-08-10,MBA13,396,0,0,2022,8,2,0,1,0,395.0,396.0,353.42857142857144,314.06666666666666,1.0
2022-08-11,MBA13,418,0,0,2022,8,3,0,1,0,396.0,393.0,353.42857142857144,316.3333333333333,22.0
2022-08-12,MBA13,401,0,0,2022,8,4,0,1,0,418.0,322.0,357.0,321.43333333333334,-17.0
2022-08-13,MBA13,317,0,0,2022,8,5,1,1,0,401.0,306.0,368.2857142857143,324.26666666666665,-84.0
2022-08-14,MBA13,299,0,0,2022,8,6,1,1,0,317.0,261.0,369.85714285714283,325.1666666666667,-18.0
2022-08-15,MBA13,298,0,1,2022,8,0,0,1,0,299.0,401.0,375.2857142857143,325.3333333333333,-1.0
2022-08-16,MBA13,404,0,0,2022,8,1,0,1,0,298.0,395.0,360.57142857142856,314.8333333333333,106.0
2022-08-17,MBA13,385,0,0,2022,8,2,0,1,0,404.0,396.0,361.85714285714283,320.0,-19.0
2022-08-18,MBA13,393,0,0,2022,8,3,0,1,0,385.0,418.0,360.2857142857143,325.6666666666667,8.0
2022-08-19,MBA13,399,0,0,2022,8,4,0,1,0,393.0,401.0,356.7142857142857,329.3666666666667,6.0
2022-08-20,MBA13,343,0,0,2022,8,5,1,1,0,399.0,317.0,356.42857142857144,332.8333333333333,-56.0
2022-08-21,MBA13,336,0,0,2022,8,6,1,1,0,343.0,299.0,360.14285714285717,335.96666666666664,-7.0
2022-08-22,MBA13,399,0,0,2022,8,0,0,1,0,336.0,298.0,365.42857142857144,336.6666666666667,63.0
2022-08-23,MBA13,418,0,0,2022,8,1,0,1,0,399.0,404.0,379.85714285714283,342.0,19.0
2022-08-24,MBA13,409,0,0,2022,8,2,0,1,0,418.0,385.0,381.85714285714283,348.2,-9.0
2022-08-25,MBA13,373,0,0,2022,8,3,0,1,0,409.0,393.0,385.2857142857143,351.1666666666667,-36.0
2022-08-26,MBA13,417,0,0,2022,8,4,0,1,0,373.0,399.0,382.42857142857144,353.8666666666667,44.0
2022-08-27,MBA13,324,0,0,2022,8,5,1,1,0,417.0,343.0,385.0,357.5,-93.0
2022-08-28,MBA13,291,0,0,2022,8,6,1,1,0,324.0,336.0,382.2857142857143,358.56666666666666,-33.0
2022-08-29,MBA13,411,0,0,2022,8,0,0,1,0,291.0,399.0,375.85714285714283,359.1,120.0
2022-08-30,MBA13,402,0,0,2022,8,1,0,1,0,411.0,418.0,377.57142857142856,365.76666666666665,-9.0
2022-08-31,MBA13,397,0,0,2022,8,2,0,1,0,402.0,409.0,375.2857142857143,371.06666666666666,-5.0
2022-09-01,MBA13,408,0,0,2022,9,3,0,1,0,397.0,373.0,373.57142857142856,370.73333333333335,11.0
2022-09-02,MBA13,397,0,0,2022,9,4,0,1,0,408.0,417.0,378.57142857142856,370.4,-11.0
2022-09-03,MBA13,327,0,0,2022,9,5,1,1,0,397.0,324.0,375.7142857142857,370.43333333333334,-70.0
2022-09-04,MBA13,320,0,0,2022,9,6,1,1,0,327.0,291.0,376.14285714285717,368.23333333333335,-7.0
2022-09-05,MBA13,396,0,0,2022,9,0,0,1,0,320.0,411.0,380.2857142857143,368.1666666666667,76.0
2022-09-06,MBA13,381,0,0,2022,9,1,0,1,0,396.0,402.0,378.14285714285717,371.1666666666667,-15.0
2022-09-07,MBA13,404,0,0,2022,9,2,0,1,0,381.0,397.0,375.14285714285717,375.1666666666667,23.0
2022-09-08,MBA13,426,0,0,2022,9,3,0,1,0,404.0,408.0,376.14285714285717,375.26666666666665,22.0
2022-09-09,MBA13,392,0,0,2022,9,4,0,1,0,426.0,397.0,378.7142857142857,376.3,-34.0
2022-09-10,MBA13,310,0,0,2022,9,5,1,1,0,392.0,327.0,378.0,376.1666666666667,-82.0
2022-09-11,MBA13,795,1,0,2022,9,6,1,1,0,310.0,320.0,375.57142857142856,372.56666666666666,485.0
2022-09-12,MBA13,377,0,0,2022,9,0,0,1,0,795.0,396.0,443.42857142857144,385.7,-418.0
2022-09-13,MBA13,394,0,0,2022,9,1,0,1,0,377.0,381.0,440.7142857142857,387.7,17.0
2022-09-14,MBA13,395,0,0,2022,9,2,0,1,0,394.0,404.0,442.57142857142856,390.8666666666667,1.0
2022-09-15,MBA13,397,0,0,2022,9,3,0,1,0,395.0,426.0,441.2857142857143,394.1,2.0
2022-09-16,MBA13,409,0,0,2022,9,4,0,1,0,397.0,392.0,437.14285714285717,393.8666666666667,12.0
2022-09-17,MBA13,313,0,0,2022,9,5,1,1,0,409.0,310.0,439.57142857142856,394.6666666666667,-96.0
2022-09-18,MBA13,314,0,0,2022,9,6,1,1,0,313.0,795.0,440.0,392.0,1.0
2022-09-19,MBA13,380,0,0,2022,9,0,0,1,0,314.0,377.0,371.2857142857143,389.1666666666667,66.0
2022-09-20,MBA13,388,0,0,2022,9,1,0,1,0,380.0,394.0,371.7142857142857,390.4,8.0
2022-09-21,MBA13,366,0,0,2022,9,2,0,1,0,388.0,395.0,370.85714285714283,392.1333333333333,-22.0
2022-09-22,MBA13,429,1,0,2022,9,3,0,1,0,366.0,397.0,366.7142857142857,391.03333333333336,63.0
2022-09-23,MBA13,383,0,0,2022,9,4,0,1,0,429.0,409.0,371.2857142857143,391.4,-46.0
2022-09-24,MBA13,308,0,0,2022,9,5,1,1,0,383.0,313.0,367.57142857142856,390.53333333333336,-75.0
2022-09-25,MBA13,322,0,0,2022,9,6,1,1,0,308.0,314.0,366.85714285714283,388.3666666666667,14.0
2022-09-26,MBA13,386,0,0,2022,9,0,0,1,0,322.0,380.0,368.0,385.2,64.0
