date,sku_id,units_sold,year,month,day,day_of_week,day_of_year,is_weekend,is_back_to_school,is_holiday_season,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_30
2022-02-18,MBA13,344,2022,2,18,4,49,0,0,0,227.0,291.0,287.0,295.42857142857144,281.8666666666667
2022-02-19,MBA13,221,2022,2,19,5,50,1,0,0,344.0,288.0,217.0,303.0,284.6666666666667
2022-02-20,MBA13,211,2022,2,20,6,51,1,0,0,221.0,249.0,187.0,293.42857142857144,276.9
2022-02-21,MBA13,277,2022,2,21,0,52,0,0,0,211.0,281.0,331.0,288.0,273.2
2022-02-22,MBA13,325,2022,2,22,1,53,0,0,0,277.0,435.0,334.0,287.42857142857144,275.8666666666667
2022-02-23,MBA13,305,2022,2,23,2,54,0,0,0,325.0,297.0,264.0,271.7142857142857,280.26666666666665
2022-02-24,MBA13,297,2022,2,24,3,55,0,0,0,305.0,227.0,259.0,272.85714285714283,280.4
2022-02-25,MBA13,327,2022,2,25,4,56,0,0,0,297.0,344.0,291.0,282.85714285714283,279.6666666666667
2022-02-26,MBA13,214,2022,2,26,5,57,1,0,0,327.0,221.0,288.0,280.42857142857144,280.56666666666666
2022-02-27,MBA13,227,2022,2,27,6,58,1,0,0,214.0,211.0,249.0,279.42857142857144,278.03333333333336
2022-02-28,MBA13,442,2022,2,28,0,59,0,0,0,227.0,277.0,281.0,281.7142857142857,276.1333333333333
2022-03-01,MBA13,303,2022,3,1,1,60,0,0,0,442.0,325.0,435.0,305.2857142857143,283.43333333333334
2022-03-02,MBA13,281,2022,3,2,2,61,0,0,0,303.0,305.0,297.0,302.14285714285717,284.4
2022-03-03,MBA13,284,2022,3,3,3,62,0,0,0,281.0,297.0,227.0,298.7142857142857,283.6
2022-03-04,MBA13,301,2022,3,4,4,63,0,0,0,284.0,327.0,344.0,296.85714285714283,288.1
2022-03-05,MBA13,170,2022,3,5,5,64,1,0,0,301.0,214.0,221.0,293.14285714285717,287.6666666666667
2022-03-06,MBA13,237,2022,3,6,6,65,1,0,0,170.0,227.0,211.0,286.85714285714283,282.53333333333336
2022-03-07,MBA13,238,2022,3,7,0,66,0,0,0,237.0,442.0,277.0,288.2857142857143,280.8666666666667
2022-03-08,MBA13,297,2022,3,8,1,67,0,0,0,238.0,303.0,325.0,259.14285714285717,281.56666666666666
2022-03-09,MBA13,279,2022,3,9,2,68,0,0,0,297.0,281.0,305.0,258.2857142857143,285.23333333333335
2022-03-10,MBA13,310,2022,3,10,3,69,0,0,0,279.0,284.0,297.0,258.0,283.5
2022-03-11,MBA13,285,2022,3,11,4,70,0,0,0,310.0,301.0,327.0,261.7142857142857,282.7
2022-03-12,MBA13,249,2022,3,12,5,71,1,0,0,285.0,170.0,214.0,259.42857142857144,283.4
2022-03-13,MBA13,238,2022,3,13,6,72,1,0,0,249.0,237.0,227.0,270.7142857142857,283.06666666666666
2022-03-14,MBA13,268,2022,3,14,0,73,0,0,0,238.0,238.0,442.0,270.85714285714283,281.3
2022-03-15,MBA13,320,2022,3,15,1,74,0,0,0,268.0,297.0,303.0,275.14285714285717,280.6333333333333
2022-03-16,MBA13,341,2022,3,16,2,75,0,0,0,320.0,279.0,281.0,278.42857142857144,283.0
2022-03-17,MBA13,341,2022,3,17,3,76,0,0,0,341.0,310.0,284.0,287.2857142857143,285.0
2022-03-18,MBA13,277,2022,3,18,4,77,0,0,0,341.0,285.0,301.0,291.7142857142857,281.8666666666667
2022-03-19,MBA13,397,2022,3,19,5,78,1,0,0,277.0,249.0,170.0,290.57142857142856,281.2
2022-03-20,MBA13,186,2022,3,20,6,79,1,0,0,397.0,238.0,237.0,311.7142857142857,286.8666666666667
2022-03-21,MBA13,296,2022,3,21,0,80,0,0,0,186.0,268.0,238.0,304.2857142857143,281.6
2022-03-22,MBA13,263,2022,3,22,1,81,0,0,0,296.0,320.0,297.0,308.2857142857143,284.1
2022-03-23,MBA13,346,2022,3,23,2,82,0,0,0,263.0,341.0,279.0,300.14285714285717,285.8333333333333
2022-03-24,MBA13,268,2022,3,24,3,83,0,0,0,346.0,341.0,310.0,300.85714285714283,288.1333333333333
2022-03-25,MBA13,283,2022,3,25,4,84,0,0,0,268.0,277.0,285.0,290.42857142857144,286.23333333333335
2022-03-26,MBA13,265,2022,3,26,5,85,1,0,0,283.0,397.0,249.0,291.2857142857143,285.5
2022-03-27,MBA13,197,2022,3,27,6,86,1,0,0,265.0,186.0,238.0,272.42857142857144,284.43333333333334
2022-03-28,MBA13,240,2022,3,28,0,87,0,0,0,197.0,296.0,268.0,274.0,280.1
2022-03-29,MBA13,300,2022,3,29,1,88,0,0,0,240.0,263.0,320.0,266.0,280.96666666666664
2022-03-30,MBA13,303,2022,3,30,2,89,0,0,0,300.0,346.0,341.0,271.2857142857143,283.4
2022-03-31,MBA13,320,2022,3,31,3,90,0,0,0,303.0,268.0,341.0,265.14285714285717,278.76666666666665
2022-04-01,MBA13,312,2022,4,1,4,91,0,0,0,320.0,283.0,277.0,272.57142857142856,279.3333333333333
2022-04-02,MBA13,248,2022,4,2,5,92,1,0,0,312.0,265.0,397.0,276.7142857142857,280.3666666666667
2022-04-03,MBA13,215,2022,4,3,6,93,1,0,0,248.0,197.0,186.0,274.2857142857143,279.1666666666667
2022-04-04,MBA13,302,2022,4,4,0,94,0,0,0,215.0,240.0,296.0,276.85714285714283,276.3
2022-04-05,MBA13,410,2022,4,5,1,95,0,0,0,302.0,300.0,263.0,285.7142857142857,280.7
2022-04-06,MBA13,270,2022,4,6,2,96,0,0,0,410.0,303.0,346.0,301.42857142857144,286.46666666666664
2022-04-07,MBA13,329,2022,4,7,3,97,0,0,0,270.0,320.0,268.0,296.7142857142857,287.53333333333336
2022-04-08,MBA13,339,2022,4,8,4,98,0,0,0,329.0,312.0,283.0,298.0,288.6
2022-04-09,MBA13,213,2022,4,9,5,99,1,0,0,339.0,248.0,265.0,301.85714285714283,290.6
2022-04-10,MBA13,200,2022,4,10,6,100,1,0,0,213.0,215.0,197.0,296.85714285714283,287.3666666666667
2022-04-11,MBA13,308,2022,4,11,0,101,0,0,0,200.0,302.0,240.0,294.7142857142857,284.53333333333336
2022-04-12,MBA13,326,2022,4,12,1,102,0,0,0,308.0,410.0,300.0,295.57142857142856,286.5
2022-04-13,MBA13,248,2022,4,13,2,103,0,0,0,326.0,270.0,303.0,283.57142857142856,289.43333333333334
2022-04-14,MBA13,112,2022,4,14,3,104,0,0,0,248.0,329.0,320.0,280.42857142857144,288.76666666666665
2022-04-15,MBA13,303,2022,4,15,4,105,0,0,0,112.0,339.0,312.0,249.42857142857142,281.8333333333333
2022-04-16,MBA13,266,2022,4,16,5,106,1,0,0,303.0,213.0,248.0,244.28571428571428,280.56666666666666
2022-04-17,MBA13,229,2022,4,17,6,107,1,0,0,266.0,200.0,215.0,251.85714285714286,278.06666666666666
2022-04-18,MBA13,385,2022,4,18,0,108,0,0,0,229.0,308.0,302.0,256.0,276.46666666666664
2022-04-19,MBA13,258,2022,4,19,1,109,0,0,0,385.0,326.0,410.0,267.0,276.06666666666666
2022-04-20,MBA13,310,2022,4,20,2,110,0,0,0,258.0,248.0,270.0,257.2857142857143,278.46666666666664
2022-04-21,MBA13,452,2022,4,21,3,111,0,0,0,310.0,112.0,329.0,266.14285714285717,278.93333333333334
2022-04-22,MBA13,318,2022,4,22,4,112,0,0,0,452.0,303.0,339.0,314.7142857142857,285.23333333333335
2022-04-23,MBA13,223,2022,4,23,5,113,1,0,0,318.0,266.0,213.0,316.85714285714283,284.3
2022-04-24,MBA13,264,2022,4,24,6,114,1,0,0,223.0,229.0,200.0,310.7142857142857,282.8
2022-04-25,MBA13,263,2022,4,25,0,115,0,0,0,264.0,385.0,308.0,315.7142857142857,282.1666666666667
2022-04-26,MBA13,277,2022,4,26,1,116,0,0,0,263.0,258.0,326.0,298.2857142857143,282.1
2022-04-27,MBA13,315,2022,4,27,2,117,0,0,0,277.0,310.0,248.0,301.0,284.76666666666665
2022-04-28,MBA13,353,2022,4,28,3,118,0,0,0,315.0,452.0,112.0,301.7142857142857,287.26666666666665
2022-04-29,MBA13,330,2022,4,29,4,119,0,0,0,353.0,318.0,303.0,287.57142857142856,289.03333333333336
2022-04-30,MBA13,240,2022,4,30,5,120,1,0,0,330.0,223.0,266.0,289.2857142857143,289.93333333333334
2022-05-01,MBA13,206,2022,5,1,6,121,1,0,0,240.0,264.0,229.0,291.7142857142857,287.26666666666665
2022-05-02,MBA13,340,2022,5,2,0,122,0,0,0,206.0,263.0,385.0,283.42857142857144,283.73333333333335
2022-05-03,MBA13,304,2022,5,3,1,123,0,0,0,340.0,277.0,258.0,294.42857142857144,286.8
2022-05-04,MBA13,303,2022,5,4,2,124,0,0,0,304.0,315.0,310.0,298.2857142857143,289.76666666666665
2022-05-05,MBA13,342,2022,5,5,3,125,0,0,0,303.0,353.0,452.0,296.57142857142856,289.8
2022-05-06,MBA13,294,2022,5,6,4,126,0,0,0,342.0,330.0,318.0,295.0,287.53333333333336
2022-05-07,MBA13,246,2022,5,7,5,127,1,0,0,294.0,240.0,223.0,289.85714285714283,288.3333333333333
2022-05-08,MBA13,244,2022,5,8,6,128,1,0,0,246.0,206.0,264.0,290.7142857142857,285.56666666666666
2022-05-09,MBA13,431,2022,5,9,0,129,0,0,0,244.0,340.0,263.0,296.14285714285717,282.4
2022-05-10,MBA13,265,2022,5,10,1,130,0,0,0,431.0,304.0,277.0,309.14285714285717,289.6666666666667
2022-05-11,MBA13,416,2022,5,11,2,131,0,0,0,265.0,303.0,315.0,303.57142857142856,291.8333333333333
2022-05-12,MBA13,240,2022,5,12,3,132,0,0,0,416.0,342.0,353.0,319.7142857142857,295.43333333333334
2022-05-13,MBA13,264,2022,5,13,4,133,0,0,0,240.0,294.0,330.0,305.14285714285717,292.56666666666666
2022-05-14,MBA13,227,2022,5,14,5,134,1,0,0,264.0,246.0,240.0,300.85714285714283,293.1
2022-05-15,MBA13,256,2022,5,15,6,135,1,0,0,227.0,244.0,206.0,298.14285714285717,296.93333333333334
2022-05-16,MBA13,251,2022,5,16,0,136,0,0,0,256.0,431.0,340.0,299.85714285714283,295.3666666666667
2022-05-17,MBA13,374,2022,5,17,1,137,0,0,0,251.0,265.0,304.0,274.14285714285717,294.8666666666667
2022-05-18,MBA13,356,2022,5,18,2,138,0,0,0,374.0,416.0,303.0,289.7142857142857,299.7
2022-05-19,MBA13,295,2022,5,19,3,139,0,0,0,356.0,240.0,342.0,281.14285714285717,298.73333333333335
2022-05-20,MBA13,309,2022,5,20,4,140,0,0,0,295.0,264.0,294.0,289.0,299.96666666666664
2022-05-21,MBA13,223,2022,5,21,5,141,1,0,0,309.0,227.0,246.0,295.42857142857144,299.93333333333334
2022-05-22,MBA13,289,2022,5,22,6,142,1,0,0,223.0,256.0,244.0,294.85714285714283,292.3
2022-05-23,MBA13,311,2022,5,23,0,143,0,0,0,289.0,251.0,431.0,299.57142857142856,291.3333333333333
2022-05-24,MBA13,323,2022,5,24,1,144,0,0,0,311.0,374.0,265.0,308.14285714285717,294.26666666666665
2022-05-25,MBA13,278,2022,5,25,2,145,0,0,0,323.0,356.0,416.0,300.85714285714283,296.23333333333335
2022-05-26,MBA13,272,2022,5,26,3,146,0,0,0,278.0,295.0,240.0,289.7142857142857,296.73333333333335
2022-05-27,MBA13,252,2022,5,27,4,147,0,0,0,272.0,309.0,264.0,286.42857142857144,296.56666666666666
2022-05-28,MBA13,269,2022,5,28,5,148,1,0,0,252.0,223.0,227.0,278.2857142857143,294.46666666666664
2022-05-29,MBA13,309,2022,5,29,6,149,1,0,0,269.0,289.0,256.0,284.85714285714283,291.6666666666667
2022-05-30,MBA13,329,2022,5,30,0,150,0,0,0,309.0,311.0,251.0,287.7142857142857,290.96666666666664
2022-05-31,MBA13,449,2022,5,31,1,151,0,0,0,329.0,323.0,374.0,290.2857142857143,293.93333333333334
2022-06-01,MBA13,355,2022,6,1,2,152,0,0,0,449.0,278.0,356.0,308.2857142857143,302.03333333333336
2022-06-02,MBA13,309,2022,6,2,3,153,0,0,0,355.0,272.0,295.0,319.2857142857143,302.53333333333336
2022-06-03,MBA13,320,2022,6,3,4,154,0,0,0,309.0,252.0,309.0,324.57142857142856,302.7
2022-06-04,MBA13,129,2022,6,4,5,155,1,0,0,320.0,269.0,223.0,334.2857142857143,303.26666666666665
2022-06-05,MBA13,204,2022,6,5,6,156,1,0,0,129.0,309.0,289.0,314.2857142857143,296.1666666666667
2022-06-06,MBA13,349,2022,6,6,0,157,0,0,0,204.0,329.0,311.0,299.2857142857143,293.1666666666667
2022-06-07,MBA13,347,2022,6,7,1,158,0,0,0,349.0,449.0,323.0,302.14285714285717,296.6
2022-06-08,MBA13,296,2022,6,8,2,159,0,0,0,347.0,355.0,278.0,287.57142857142856,300.03333333333336
2022-06-09,MBA13,373,2022,6,9,3,160,0,0,0,296.0,309.0,272.0,279.14285714285717,295.53333333333336
2022-06-10,MBA13,287,2022,6,10,4,161,0,0,0,373.0,320.0,252.0,288.2857142857143,299.1333333333333
2022-06-11,MBA13,240,2022,6,11,5,162,1,0,0,287.0,129.0,269.0,283.57142857142856,294.8333333333333
2022-06-12,MBA13,174,2022,6,12,6,163,1,0,0,240.0,204.0,309.0,299.42857142857144,294.8333333333333
2022-06-13,MBA13,337,2022,6,13,0,164,0,0,0,174.0,349.0,329.0,295.14285714285717,291.8333333333333
2022-06-14,MBA13,317,2022,6,14,1,165,0,0,0,337.0,347.0,449.0,293.42857142857144,295.5
2022-06-15,MBA13,296,2022,6,15,2,166,0,0,0,317.0,296.0,355.0,289.14285714285717,297.53333333333336
2022-06-16,MBA13,278,2022,6,16,3,167,0,0,0,296.0,373.0,309.0,289.14285714285717,299.03333333333336
2022-06-17,MBA13,301,2022,6,17,4,168,0,0,0,278.0,287.0,320.0,275.57142857142856,295.8333333333333
2022-06-18,MBA13,217,2022,6,18,5,169,1,0,0,301.0,240.0,129.0,277.57142857142856,294.0
2022-06-19,MBA13,226,2022,6,19,6,170,1,0,0,217.0,174.0,204.0,274.2857142857143,291.4
2022-06-20,MBA13,306,2022,6,20,0,171,0,0,0,226.0,337.0,349.0,281.7142857142857,288.6333333333333
2022-06-21,MBA13,314,2022,6,21,1,172,0,0,0,306.0,317.0,347.0,277.2857142857143,291.4
2022-06-22,MBA13,313,2022,6,22,2,173,0,0,0,314.0,296.0,296.0,276.85714285714283,292.23333333333335
2022-06-23,MBA13,114,2022,6,23,3,174,0,0,0,313.0,278.0,373.0,279.2857142857143,292.3
2022-06-24,MBA13,337,2022,6,24,4,175,0,0,0,114.0,301.0,287.0,255.85714285714286,285.3333333333333
2022-06-25,MBA13,218,2022,6,25,5,176,1,0,0,337.0,217.0,240.0,261.0,287.3
2022-06-26,MBA13,231,2022,6,26,6,177,1,0,0,218.0,226.0,174.0,261.14285714285717,285.5
2022-06-27,MBA13,331,2022,6,27,0,178,0,0,0,231.0,306.0,337.0,261.85714285714283,284.8
2022-06-28,MBA13,338,2022,6,28,1,179,0,0,0,331.0,314.0,317.0,265.42857142857144,286.8666666666667
2022-06-29,MBA13,295,2022,6,29,2,180,0,0,0,338.0,313.0,296.0,268.85714285714283,287.8333333333333
2022-06-30,MBA13,305,2022,6,30,3,181,0,0,0,295.0,114.0,278.0,266.2857142857143,286.7
2022-07-01,MBA13,290,2022,7,1,4,182,0,0,0,305.0,337.0,301.0,293.57142857142856,281.9
2022-07-02,MBA13,211,2022,7,2,5,183,1,0,0,290.0,218.0,217.0,286.85714285714283,279.73333333333335
2022-07-03,MBA13,308,2022,7,3,6,184,1,0,0,211.0,231.0,226.0,285.85714285714283,276.46666666666664
2022-07-04,MBA13,333,2022,7,4,0,185,0,0,0,308.0,331.0,306.0,296.85714285714283,276.06666666666666
2022-07-05,MBA13,321,2022,7,5,1,186,0,0,0,333.0,338.0,314.0,297.14285714285717,282.8666666666667
2022-07-06,MBA13,294,2022,7,6,2,187,0,0,0,321.0,295.0,313.0,294.7142857142857,286.76666666666665
2022-07-07,MBA13,264,2022,7,7,3,188,0,0,0,294.0,305.0,114.0,294.57142857142856,284.93333333333334
2022-07-08,MBA13,327,2022,7,8,4,189,0,0,0,264.0,290.0,337.0,288.7142857142857,282.1666666666667
2022-07-09,MBA13,233,2022,7,9,5,190,1,0,0,327.0,211.0,218.0,294.0,283.2
2022-07-10,MBA13,252,2022,7,10,6,191,1,0,0,233.0,308.0,231.0,297.14285714285717,278.53333333333336
2022-07-11,MBA13,275,2022,7,11,0,192,0,0,0,252.0,333.0,331.0,289.14285714285717,277.3666666666667
2022-07-12,MBA13,302,2022,7,12,1,193,0,0,0,275.0,321.0,338.0,280.85714285714283,278.53333333333336
2022-07-13,MBA13,277,2022,7,13,2,194,0,0,0,302.0,294.0,295.0,278.14285714285717,282.8
2022-07-14,MBA13,278,2022,7,14,3,195,0,0,0,277.0,264.0,305.0,275.7142857142857,280.8
2022-07-15,MBA13,124,2022,7,15,4,196,0,0,0,278.0,327.0,290.0,277.7142857142857,279.5
2022-07-16,MBA13,277,2022,7,16,5,197,1,0,0,124.0,233.0,211.0,248.71428571428572,273.76666666666665
2022-07-17,MBA13,117,2022,7,17,6,198,1,0,0,277.0,252.0,308.0,255.0,273.73333333333335
2022-07-18,MBA13,270,2022,7,18,0,199,0,0,0,117.0,275.0,333.0,235.71428571428572,267.6
2022-07-19,MBA13,287,2022,7,19,1,200,0,0,0,270.0,302.0,321.0,235.0,269.3666666666667
2022-07-20,MBA13,323,2022,7,20,2,201,0,0,0,287.0,277.0,294.0,232.85714285714286,271.4
2022-07-21,MBA13,289,2022,7,21,3,202,0,0,0,323.0,278.0,264.0,239.42857142857142,271.96666666666664
2022-07-22,MBA13,293,2022,7,22,4,203,0,0,0,289.0,124.0,327.0,241.0,271.1333333333333
2022-07-23,MBA13,228,2022,7,23,5,204,1,0,0,293.0,277.0,233.0,265.14285714285717,270.46666666666664
2022-07-24,MBA13,249,2022,7,24,6,205,1,0,0,228.0,117.0,252.0,258.14285714285717,274.26666666666665
2022-07-25,MBA13,266,2022,7,25,0,206,0,0,0,249.0,270.0,275.0,277.0,271.3333333333333
2022-07-26,MBA13,290,2022,7,26,1,207,0,0,0,266.0,287.0,302.0,276.42857142857144,272.93333333333334
2022-07-27,MBA13,307,2022,7,27,2,208,0,0,0,290.0,323.0,277.0,276.85714285714283,274.9
2022-07-28,MBA13,302,2022,7,28,3,209,0,0,0,307.0,289.0,278.0,274.57142857142856,274.1
2022-07-29,MBA13,294,2022,7,29,4,210,0,0,0,302.0,293.0,124.0,276.42857142857144,272.9
2022-07-30,MBA13,239,2022,7,30,5,211,1,0,0,294.0,228.0,277.0,276.57142857142856,272.8666666666667
2022-07-31,MBA13,255,2022,7,31,6,212,1,0,0,239.0,249.0,117.0,278.14285714285717,270.6666666666667
2022-08-01,MBA13,469,2022,8,1,0,213,0,1,0,255.0,266.0,270.0,279.0,269.5
2022-08-02,MBA13,371,2022,8,2,1,214,0,1,0,469.0,290.0,287.0,308.0,278.1
2022-08-03,MBA13,470,2022,8,3,2,215,0,1,0,371.0,307.0,323.0,319.57142857142856,280.2
2022-08-04,MBA13,370,2022,8,4,3,216,0,1,0,470.0,302.0,289.0,342.85714285714283,284.76666666666665
2022-08-05,MBA13,326,2022,8,5,4,217,0,1,0,370.0,294.0,293.0,352.57142857142856,286.4
2022-08-06,MBA13,304,2022,8,6,5,218,1,1,0,326.0,239.0,228.0,357.14285714285717,287.46666666666664
2022-08-07,MBA13,333,2022,8,7,6,219,1,1,0,304.0,255.0,249.0,366.42857142857144,288.8
2022-08-08,MBA13,460,2022,8,8,0,220,0,1,0,333.0,469.0,266.0,377.57142857142856,289.0
2022-08-09,MBA13,367,2022,8,9,1,221,0,1,0,460.0,371.0,290.0,376.2857142857143,296.56666666666666
2022-08-10,MBA13,413,2022,8,10,2,222,0,1,0,367.0,470.0,307.0,375.7142857142857,300.4
2022-08-11,MBA13,353,2022,8,11,3,223,0,1,0,413.0,370.0,302.0,367.57142857142856,305.0
2022-08-12,MBA13,458,2022,8,12,4,224,0,1,0,353.0,326.0,294.0,365.14285714285717,306.7
2022-08-13,MBA13,125,2022,8,13,5,225,1,1,0,458.0,304.0,239.0,384.0,312.73333333333335
2022-08-14,MBA13,306,2022,8,14,6,226,1,1,0,125.0,333.0,255.0,358.42857142857144,307.6333333333333
2022-08-15,MBA13,408,2022,8,15,0,227,0,1,0,306.0,460.0,469.0,354.57142857142856,313.7
2022-08-16,MBA13,394,2022,8,16,1,228,0,1,0,408.0,367.0,371.0,347.14285714285717,318.06666666666666
2022-08-17,MBA13,315,2022,8,17,2,229,0,1,0,394.0,413.0,470.0,351.0,327.3
2022-08-18,MBA13,367,2022,8,18,3,230,0,1,0,315.0,353.0,370.0,337.0,328.8
2022-08-19,MBA13,243,2022,8,19,4,231,0,1,0,367.0,458.0,326.0,339.0,331.46666666666664
2022-08-20,MBA13,331,2022,8,20,5,232,1,1,0,243.0,125.0,304.0,308.2857142857143,328.8
2022-08-21,MBA13,306,2022,8,21,6,233,1,1,0,331.0,306.0,333.0,337.7142857142857,330.2
2022-08-22,MBA13,418,2022,8,22,0,234,0,1,0,306.0,408.0,460.0,337.7142857142857,330.6333333333333
2022-08-23,MBA13,401,2022,8,23,1,235,0,1,0,418.0,394.0,367.0,339.14285714285717,336.96666666666664
2022-08-24,MBA13,414,2022,8,24,2,236,0,1,0,401.0,315.0,413.0,340.14285714285717,342.03333333333336
2022-08-25,MBA13,345,2022,8,25,3,237,0,1,0,414.0,367.0,353.0,354.2857142857143,346.96666666666664
2022-08-26,MBA13,440,2022,8,26,4,238,0,1,0,345.0,243.0,458.0,351.14285714285717,348.8
2022-08-27,MBA13,373,2022,8,27,5,239,1,1,0,440.0,331.0,125.0,379.2857142857143,353.23333333333335
2022-08-28,MBA13,325,2022,8,28,6,240,1,1,0,373.0,306.0,306.0,385.2857142857143,355.6
2022-08-29,MBA13,466,2022,8,29,0,241,0,1,0,325.0,418.0,408.0,388.0,356.6333333333333
2022-08-30,MBA13,456,2022,8,30,1,242,0,1,0,466.0,401.0,394.0,394.85714285714283,364.2
2022-08-31,MBA13,419,2022,8,31,2,243,0,1,0,456.0,414.0,315.0,402.7142857142857,370.9
2022-09-01,MBA13,443,2022,9,1,3,244,0,1,0,419.0,345.0,367.0,403.42857142857144,369.23333333333335
2022-09-02,MBA13,432,2022,9,2,4,245,0,1,0,443.0,440.0,243.0,417.42857142857144,371.6333333333333
2022-09-03,MBA13,262,2022,9,3,5,246,1,1,0,432.0,373.0,331.0,416.2857142857143,370.3666666666667
2022-09-04,MBA13,312,2022,9,4,6,247,1,1,0,262.0,325.0,306.0,400.42857142857144,366.76666666666665
2022-09-05,MBA13,421,2022,9,5,0,248,0,1,0,312.0,466.0,418.0,398.57142857142856,366.3
2022-09-06,MBA13,452,2022,9,6,1,249,0,1,0,421.0,456.0,401.0,392.14285714285717,370.2
2022-09-07,MBA13,351,2022,9,7,2,250,0,1,0,452.0,419.0,414.0,391.57142857142856,374.1666666666667
2022-09-08,MBA13,340,2022,9,8,3,251,0,1,0,351.0,443.0,345.0,381.85714285714283,370.53333333333336
2022-09-09,MBA13,177,2022,9,9,4,252,0,1,0,340.0,432.0,440.0,367.14285714285717,369.6333333333333
2022-09-10,MBA13,359,2022,9,10,5,253,1,1,0,177.0,262.0,373.0,330.7142857142857,361.76666666666665
2022-09-11,MBA13,273,2022,9,11,6,254,1,1,0,359.0,312.0,325.0,344.57142857142856,361.96666666666664
2022-09-12,MBA13,360,2022,9,12,0,255,0,1,0,273.0,421.0,466.0,339.0,355.8
2022-09-13,MBA13,413,2022,9,13,1,256,0,1,0,360.0,452.0,456.0,330.2857142857143,363.6333333333333
2022-09-14,MBA13,466,2022,9,14,2,257,0,1,0,413.0,351.0,419.0,324.7142857142857,367.2
2022-09-15,MBA13,386,2022,9,15,3,258,0,1,0,466.0,340.0,443.0,341.14285714285717,369.1333333333333
2022-09-16,MBA13,369,2022,9,16,4,259,0,1,0,386.0,177.0,432.0,347.7142857142857,368.8666666666667
2022-09-17,MBA13,303,2022,9,17,5,260,1,1,0,369.0,359.0,262.0,375.14285714285717,370.6666666666667
2022-09-18,MBA13,273,2022,9,18,6,261,1,1,0,303.0,273.0,312.0,367.14285714285717,368.53333333333336
2022-09-19,MBA13,390,2022,9,19,0,262,0,1,0,273.0,360.0,421.0,367.14285714285717,369.53333333333336
2022-09-20,MBA13,393,2022,9,20,1,263,0,1,0,390.0,413.0,452.0,371.42857142857144,371.5
2022-09-21,MBA13,398,2022,9,21,2,264,0,1,0,393.0,466.0,351.0,368.57142857142856,374.4
2022-09-22,MBA13,426,2022,9,22,3,265,0,1,0,398.0,386.0,340.0,358.85714285714283,373.73333333333335
2022-09-23,MBA13,376,2022,9,23,4,266,0,1,0,426.0,369.0,177.0,364.57142857142856,374.56666666666666
2022-09-24,MBA13,303,2022,9,24,5,267,1,1,0,376.0,303.0,359.0,365.57142857142856,373.3
2022-09-25,MBA13,280,2022,9,25,6,268,1,1,0,303.0,273.0,273.0,365.57142857142856,371.9
2022-09-26,MBA13,376,2022,9,26,0,269,0,1,0,280.0,390.0,360.0,366.57142857142856,366.56666666666666
2022-09-27,MBA13,445,2022,9,27,1,270,0,1,0,376.0,393.0,413.0,364.57142857142856,366.6666666666667
2022-09-28,MBA13,416,2022,9,28,2,271,0,1,0,445.0,398.0,466.0,372.0,370.6666666666667
2022-09-29,MBA13,407,2022,9,29,3,272,0,1,0,416.0,426.0,386.0,374.57142857142856,369.0
