date,sku_id,units_sold,is_promo,is_stockout
2022-04-06,MBA13,312,0,0
2022-04-07,MBA13,282,0,0
2022-04-08,MBA13,296,0,0
2022-04-09,MBA13,250,0,0
2022-04-10,MBA13,235,0,0
2022-04-11,MBA13,332,0,0
2022-04-12,MBA13,295,0,0
2022-04-13,MBA13,281,0,0
2022-04-14,MBA13,322,1,0
2022-04-15,MBA13,292,0,0
2022-04-16,MBA13,201,0,1
2022-04-17,MBA13,184,0,1
2022-04-18,MBA13,305,0,0
2022-04-19,MBA13,281,0,0
2022-04-20,MBA13,287,0,0
2022-04-21,MBA13,303,0,0
2022-04-22,MBA13,333,1,0
2022-04-23,MBA13,253,0,0
2022-04-24,MBA13,239,0,0
2022-04-25,MBA13,281,0,0
2022-04-26,MBA13,313,0,0
2022-04-27,MBA13,298,0,0
2022-04-28,MBA13,298,0,0
2022-04-29,MBA13,314,0,0
2022-04-30,MBA13,238,0,0
2022-05-01,MBA13,241,0,0
2022-05-02,MBA13,296,0,0
2022-05-03,MBA13,296,0,0
2022-05-04,MBA13,297,1,0
2022-05-05,MBA13,269,0,0
2022-05-06,MBA13,299,0,0
2022-05-07,MBA13,582,1,0
2022-05-08,MBA13,233,0,0
2022-05-09,MBA13,302,0,0
2022-05-10,MBA13,291,1,0
2022-05-11,MBA13,342,1,0
2022-05-12,MBA13,320,0,0
2022-05-13,MBA13,294,0,0
2022-05-14,MBA13,244,0,0
2022-05-15,MBA13,232,0,0
2022-05-16,MBA13,285,1,0
2022-05-17,MBA13,298,1,0
2022-05-18,MBA13,317,0,0
2022-05-19,MBA13,298,0,0
2022-05-20,MBA13,271,0,0
2022-05-21,MBA13,243,0,0
2022-05-22,MBA13,261,0,0
2022-05-23,MBA13,284,0,0
2022-05-24,MBA13,276,0,0
2022-05-25,MBA13,305,1,0
2022-05-26,MBA13,335,1,0
2022-05-27,MBA13,276,0,0
2022-05-28,MBA13,237,0,0
2022-05-29,MBA13,260,0,0
2022-05-30,MBA13,327,1,0
2022-05-31,MBA13,295,0,0
2022-06-01,MBA13,327,0,0
2022-06-02,MBA13,291,0,0
2022-06-03,MBA13,295,0,0
2022-06-04,MBA13,211,0,0
2022-06-05,MBA13,256,0,0
2022-06-06,MBA13,304,0,0
2022-06-07,MBA13,295,0,0
2022-06-08,MBA13,228,0,1
2022-06-09,MBA13,297,0,0
2022-06-10,MBA13,285,0,0
2022-06-11,MBA13,233,0,0
2022-06-12,MBA13,243,0,0
2022-06-13,MBA13,302,0,0
2022-06-14,MBA13,302,0,0
2022-06-15,MBA13,284,0,0
2022-06-16,MBA13,210,0,1
2022-06-17,MBA13,277,0,0
2022-06-18,MBA13,260,0,0
2022-06-19,MBA13,232,0,0
2022-06-20,MBA13,294,0,0
2022-06-21,MBA13,307,0,0
2022-06-22,MBA13,291,0,0
2022-06-23,MBA13,321,1,0
2022-06-24,MBA13,290,0,0
2022-06-25,MBA13,182,0,1
2022-06-26,MBA13,217,0,1
2022-06-27,MBA13,309,0,0
2022-06-28,MBA13,311,0,0
2022-06-29,MBA13,277,0,0
2022-06-30,MBA13,284,0,0
2022-07-01,MBA13,294,0,0
2022-07-02,MBA13,234,0,0
2022-07-03,MBA13,249,0,0
2022-07-04,MBA13,303,0,0
2022-07-05,MBA13,313,0,0
2022-07-06,MBA13,303,1,0
2022-07-07,MBA13,297,0,0
2022-07-08,MBA13,310,0,0
2022-07-09,MBA13,231,0,0
2022-07-10,MBA13,181,0,1
2022-07-11,MBA13,328,1,0
2022-07-12,MBA13,265,0,0
2022-07-13,MBA13,316,0,0
2022-07-14,MBA13,290,0,0
2022-07-15,MBA13,294,0,0
2022-07-16,MBA13,613,1,0
2022-07-17,MBA13,249,0,0
2022-07-18,MBA13,215,0,1
2022-07-19,MBA13,282,0,0
2022-07-20,MBA13,295,0,0
2022-07-21,MBA13,249,0,1
2022-07-22,MBA13,315,1,0
2022-07-23,MBA13,239,0,0
2022-07-24,MBA13,232,0,0
2022-07-25,MBA13,320,0,0
2022-07-26,MBA13,292,0,0
2022-07-27,MBA13,308,0,0
2022-07-28,MBA13,292,0,0
2022-07-29,MBA13,275,0,0
2022-07-30,MBA13,211,0,0
2022-07-31,MBA13,243,0,0
2022-08-01,MBA13,407,0,0
2022-08-02,MBA13,418,0,0
2022-08-03,MBA13,396,0,0
2022-08-04,MBA13,393,0,0
2022-08-05,MBA13,322,0,1
2022-08-06,MBA13,306,0,0
2022-08-07,MBA13,261,0,1
2022-08-08,MBA13,401,0,0
2022-08-09,MBA13,395,0,0
2022-08-10,MBA13,396,0,0
2022-08-11,MBA13,418,0,0
2022-08-12,MBA13,401,0,0
2022-08-13,MBA13,317,0,0
2022-08-14,MBA13,299,0,0
2022-08-15,MBA13,298,0,1
2022-08-16,MBA13,404,0,0
2022-08-17,MBA13,385,0,0
2022-08-18,MBA13,393,0,0
2022-08-19,MBA13,399,0,0
2022-08-20,MBA13,343,0,0
2022-08-21,MBA13,336,0,0
2022-08-22,MBA13,399,0,0
2022-08-23,MBA13,418,0,0
2022-08-24,MBA13,409,0,0
2022-08-25,MBA13,373,0,0
2022-08-26,MBA13,417,0,0
2022-08-27,MBA13,324,0,0
2022-08-28,MBA13,291,0,0
2022-08-29,MBA13,411,0,0
2022-08-30,MBA13,402,0,0
2022-08-31,MBA13,397,0,0
2022-09-01,MBA13,408,0,0
2022-09-02,MBA13,397,0,0
2022-09-03,MBA13,327,0,0
2022-09-04,MBA13,320,0,0
2022-09-05,MBA13,396,0,0
2022-09-06,MBA13,381,0,0
2022-09-07,MBA13,404,0,0
2022-09-08,MBA13,426,0,0
2022-09-09,MBA13,392,0,0
2022-09-10,MBA13,310,0,0
2022-09-11,MBA13,795,1,0
2022-09-12,MBA13,377,0,0
2022-09-13,MBA13,394,0,0
2022-09-14,MBA13,395,0,0
2022-09-15,MBA13,397,0,0
2022-09-16,MBA13,409,0,0
2022-09-17,MBA13,313,0,0
2022-09-18,MBA13,314,0,0
2022-09-19,MBA13,380,0,0
2022-09-20,MBA13,388,0,0
2022-09-21,MBA13,366,0,0
2022-09-22,MBA13,429,1,0
2022-09-23,MBA13,383,0,0
2022-09-24,MBA13,308,0,0
2022-09-25,MBA13,322,0,0
2022-09-26,MBA13,386,0,0
2022-09-27,MBA13,384,0,0
2022-09-28,MBA13,402,1,0
2022-09-29,MBA13,388,0,0
2022-09-30,MBA13,400,0,0
2022-10-01,MBA13,251,0,0
2022-10-02,MBA13,226,0,0
2022-10-03,MBA13,294,0,0
2022-10-04,MBA13,288,0,0
2022-10-05,MBA13,316,0,0
2022-10-06,MBA13,314,0,0
2022-10-07,MBA13,276,0,0
2022-10-08,MBA13,238,0,0
2022-10-09,MBA13,240,0,0
2022-10-10,MBA13,288,0,0
2022-10-11,MBA13,285,0,0
2022-10-12,MBA13,282,0,0
2022-10-13,MBA13,286,0,0
2022-10-14,MBA13,274,1,0
2022-10-15,MBA13,200,0,1
2022-10-16,MBA13,243,0,0
2022-10-17,MBA13,293,0,0
2022-10-18,MBA13,284,0,0
2022-10-19,MBA13,287,0,0
2022-10-20,MBA13,323,0,0
2022-10-21,MBA13,317,0,0
2022-10-22,MBA13,230,0,0
2022-10-23,MBA13,224,0,0
2022-10-24,MBA13,288,0,0
2022-10-25,MBA13,290,0,0
2022-10-26,MBA13,278,0,0
2022-10-27,MBA13,298,0,0
2022-10-28,MBA13,292,0,0
2022-10-29,MBA13,232,0,0
2022-10-30,MBA13,587,1,0
2022-10-31,MBA13,305,0,0
2022-11-01,MBA13,416,0,0
2022-11-02,MBA13,460,0,0
2022-11-03,MBA13,429,0,0
2022-11-04,MBA13,428,0,0
2022-11-05,MBA13,870,1,0
2022-11-06,MBA13,367,0,0
2022-11-07,MBA13,418,0,0
2022-11-08,MBA13,435,0,0
2022-11-09,MBA13,434,0,0
2022-11-10,MBA13,441,0,0
2022-11-11,MBA13,423,0,0
2022-11-12,MBA13,358,0,0
2022-11-13,MBA13,336,0,0
2022-11-14,MBA13,395,0,0
2022-11-15,MBA13,404,0,0
2022-11-16,MBA13,427,0,0
2022-11-17,MBA13,439,0,0
2022-11-18,MBA13,428,0,0
2022-11-19,MBA13,347,0,0
2022-11-20,MBA13,353,0,0
2022-11-21,MBA13,433,0,0
2022-11-22,MBA13,444,0,0
2022-11-23,MBA13,419,0,0
2022-11-24,MBA13,432,0,0
2022-11-25,MBA13,447,0,0
2022-11-26,MBA13,351,0,0
2022-11-27,MBA13,363,0,0
2022-11-28,MBA13,420,0,0
2022-11-29,MBA13,440,0,0
2022-11-30,MBA13,440,0,0
2022-12-01,MBA13,403,0,0
2022-12-02,MBA13,430,0,0
2022-12-03,MBA13,347,0,0
2022-12-04,MBA13,357,0,0
2022-12-05,MBA13,429,0,0
2022-12-06,MBA13,463,0,0
2022-12-07,MBA13,473,1,0
2022-12-08,MBA13,435,0,0
2022-12-09,MBA13,430,0,0
2022-12-10,MBA13,329,0,0
2022-12-11,MBA13,348,0,0
2022-12-12,MBA13,428,0,0
2022-12-13,MBA13,462,0,0
2022-12-14,MBA13,434,0,0
2022-12-15,MBA13,463,1,0
2022-12-16,MBA13,439,1,0
2022-12-17,MBA13,357,0,0
2022-12-18,MBA13,313,0,0
2022-12-19,MBA13,444,0,0
2022-12-20,MBA13,415,0,0
2022-12-21,MBA13,411,0,0
2022-12-22,MBA13,424,0,0
2022-12-23,MBA13,438,0,0
2022-12-24,MBA13,343,0,0
2022-12-25,MBA13,331,0,0
2022-12-26,MBA13,92,0,1
2022-12-27,MBA13,415,0,0
2022-12-28,MBA13,83,0,1
2022-12-29,MBA13,417,0,0
2022-12-30,MBA13,428,0,0
2022-12-31,MBA13,343,0,0
2023-01-01,MBA13,247,0,0
2023-01-02,MBA13,354,1,0
2023-01-03,MBA13,302,1,0
2023-01-04,MBA13,322,0,0
2023-01-05,MBA13,266,0,0
2023-01-06,MBA13,286,0,0
2023-01-07,MBA13,248,0,0
2023-01-08,MBA13,243,0,0
2023-01-09,MBA13,310,0,0
2023-01-10,MBA13,298,0,0
2023-01-11,MBA13,302,0,0
2023-01-12,MBA13,302,0,0
2023-01-13,MBA13,303,0,0
2023-01-14,MBA13,247,0,0
2023-01-15,MBA13,243,0,0
2023-01-16,MBA13,298,0,0
2023-01-17,MBA13,300,0,0
2023-01-18,MBA13,306,0,0
2023-01-19,MBA13,306,0,0
2023-01-20,MBA13,294,0,0
2023-01-21,MBA13,232,0,0
2023-01-22,MBA13,589,1,0
2023-01-23,MBA13,328,0,0
2023-01-24,MBA13,285,0,0
2023-01-25,MBA13,291,0,0
2023-01-26,MBA13,313,0,0
2023-01-27,MBA13,283,0,0
2023-01-28,MBA13,221,0,0
2023-01-29,MBA13,238,0,0
2023-01-30,MBA13,316,0,0
2023-01-31,MBA13,302,0,0
2023-02-01,MBA13,333,0,0
2023-02-02,MBA13,312,0,0
2023-02-03,MBA13,285,0,0
2023-02-04,MBA13,247,0,0
2023-02-05,MBA13,590,1,0
2023-02-06,MBA13,311,0,0
2023-02-07,MBA13,296,0,0
2023-02-08,MBA13,325,1,0
2023-02-09,MBA13,326,0,0
2023-02-10,MBA13,325,0,0
2023-02-11,MBA13,243,0,0
2023-02-12,MBA13,256,0,0
2023-02-13,MBA13,298,0,0
2023-02-14,MBA13,306,0,0
2023-02-15,MBA13,281,0,0
2023-02-16,MBA13,292,0,0
2023-02-17,MBA13,311,0,0
2023-02-18,MBA13,221,0,0
2023-02-19,MBA13,246,0,0
2023-02-20,MBA13,305,0,0
2023-02-21,MBA13,326,1,0
2023-02-22,MBA13,297,1,0
2023-02-23,MBA13,279,0,0
2023-02-24,MBA13,317,0,0
2023-02-25,MBA13,248,0,0
2023-02-26,MBA13,240,0,0
2023-02-27,MBA13,281,0,0
2023-02-28,MBA13,297,0,0
2023-03-01,MBA13,288,0,0
2023-03-02,MBA13,316,0,0
2023-03-03,MBA13,284,0,0
2023-03-04,MBA13,242,0,0
2023-03-05,MBA13,257,0,0
2023-03-06,MBA13,311,0,0
2023-03-07,MBA13,296,0,0
2023-03-08,MBA13,312,0,0
2023-03-09,MBA13,314,0,0
2023-03-10,MBA13,320,1,0
2023-03-11,MBA13,251,0,0
2023-03-12,MBA13,193,0,1
2023-03-13,MBA13,319,0,0
2023-03-14,MBA13,302,0,0
2023-03-15,MBA13,283,0,0
2023-03-16,MBA13,310,0,0
2023-03-17,MBA13,303,1,0
2023-03-18,MBA13,263,0,0
2023-03-19,MBA13,619,1,0
2023-03-20,MBA13,276,0,0
2023-03-21,MBA13,315,0,0
2023-03-22,MBA13,307,0,0
2023-03-23,MBA13,313,0,0
2023-03-24,MBA13,303,0,0
2023-03-25,MBA13,213,0,1
2023-03-26,MBA13,236,0,0
2023-03-27,MBA13,316,0,0
2023-03-28,MBA13,247,0,1
2023-03-29,MBA13,279,0,0
2023-03-30,MBA13,278,0,0
2023-03-31,MBA13,299,0,0
2023-04-01,MBA13,234,0,0
2023-04-02,MBA13,218,0,0
2023-04-03,MBA13,286,0,0
2023-04-04,MBA13,300,0,0
2023-04-05,MBA13,291,0,0
2023-04-06,MBA13,335,0,0
2023-04-07,MBA13,294,0,0
2023-04-08,MBA13,212,0,1
2023-04-09,MBA13,268,0,0
2023-04-10,MBA13,296,0,0
2023-04-11,MBA13,294,0,0
2023-04-12,MBA13,296,0,0
2023-04-13,MBA13,240,0,1
2023-04-14,MBA13,298,0,0
2023-04-15,MBA13,229,0,0
2023-04-16,MBA13,250,0,0
2023-04-17,MBA13,298,0,0
2023-04-18,MBA13,336,0,0
2023-04-19,MBA13,316,0,0
2023-04-20,MBA13,313,1,0
2023-04-21,MBA13,311,0,0
2023-04-22,MBA13,253,0,0
2023-04-23,MBA13,260,0,0
2023-04-24,MBA13,293,1,0
2023-04-25,MBA13,285,0,0
2023-04-26,MBA13,291,0,0
2023-04-27,MBA13,303,0,0
2023-04-28,MBA13,254,0,0
2023-04-29,MBA13,233,0,0
2023-04-30,MBA13,264,0,0
2023-05-01,MBA13,287,0,0
2023-05-02,MBA13,306,0,0
2023-05-03,MBA13,307,0,0
2023-05-04,MBA13,308,0,0
2023-05-05,MBA13,313,0,0
2023-05-06,MBA13,259,0,0
2023-05-07,MBA13,267,0,0
2023-05-08,MBA13,298,0,0
2023-05-09,MBA13,291,0,0
2023-05-10,MBA13,309,0,0
2023-05-11,MBA13,308,0,0
2023-05-12,MBA13,329,1,0
2023-05-13,MBA13,175,0,1
2023-05-14,MBA13,256,0,0
2023-05-15,MBA13,284,0,0
2023-05-16,MBA13,307,0,0
2023-05-17,MBA13,297,0,0
2023-05-18,MBA13,259,0,1
2023-05-19,MBA13,283,0,0
2023-05-20,MBA13,248,0,0
2023-05-21,MBA13,619,1,0
2023-05-22,MBA13,298,0,0
2023-05-23,MBA13,305,0,0
2023-05-24,MBA13,296,0,0
2023-05-25,MBA13,305,0,0
2023-05-26,MBA13,247,0,1
2023-05-27,MBA13,605,1,0
2023-05-28,MBA13,611,1,0
2023-05-29,MBA13,274,0,0
2023-05-30,MBA13,279,0,0
2023-05-31,MBA13,237,0,1
2023-06-01,MBA13,286,0,0
2023-06-02,MBA13,300,0,0
2023-06-03,MBA13,261,0,0
2023-06-04,MBA13,263,0,0
2023-06-05,MBA13,239,0,1
2023-06-06,MBA13,287,0,0
2023-06-07,MBA13,286,0,0
2023-06-08,MBA13,326,0,0
2023-06-09,MBA13,255,0,1
2023-06-10,MBA13,242,0,0
2023-06-11,MBA13,246,0,0
2023-06-12,MBA13,300,0,0
2023-06-13,MBA13,310,0,0
2023-06-14,MBA13,302,0,0
2023-06-15,MBA13,313,0,0
2023-06-16,MBA13,313,0,0
2023-06-17,MBA13,232,0,0
2023-06-18,MBA13,617,1,0
2023-06-19,MBA13,320,0,0
2023-06-20,MBA13,310,0,0
2023-06-21,MBA13,308,0,0
2023-06-22,MBA13,292,0,0
2023-06-23,MBA13,292,0,0
2023-06-24,MBA13,245,0,0
2023-06-25,MBA13,236,0,0
2023-06-26,MBA13,317,0,0
2023-06-27,MBA13,316,1,0
2023-06-28,MBA13,293,0,0
2023-06-29,MBA13,317,0,0
2023-06-30,MBA13,288,0,0
2023-07-01,MBA13,245,0,0
2023-07-02,MBA13,237,0,0
2023-07-03,MBA13,336,0,0
2023-07-04,MBA13,303,0,0
2023-07-05,MBA13,291,0,0
2023-07-06,MBA13,303,0,0
2023-07-07,MBA13,315,1,0
2023-07-08,MBA13,235,0,0
2023-07-09,MBA13,259,0,0
2023-07-10,MBA13,312,0,0
2023-07-11,MBA13,307,0,0
2023-07-12,MBA13,292,0,0
2023-07-13,MBA13,343,1,0
2023-07-14,MBA13,308,0,0
2023-07-15,MBA13,237,0,0
2023-07-16,MBA13,260,0,0
2023-07-17,MBA13,320,1,0
2023-07-18,MBA13,316,0,0
2023-07-19,MBA13,308,0,0
2023-07-20,MBA13,333,0,0
2023-07-21,MBA13,304,1,0
2023-07-22,MBA13,238,0,0
2023-07-23,MBA13,287,0,0
2023-07-24,MBA13,301,0,0
2023-07-25,MBA13,287,0,0
2023-07-26,MBA13,311,0,0
2023-07-27,MBA13,333,1,0
2023-07-28,MBA13,301,0,0
2023-07-29,MBA13,219,0,0
2023-07-30,MBA13,233,0,0
2023-07-31,MBA13,220,0,1
2023-08-01,MBA13,437,0,0
2023-08-02,MBA13,386,0,0
2023-08-03,MBA13,401,0,0
2023-08-04,MBA13,416,0,0
2023-08-05,MBA13,313,0,0
2023-08-06,MBA13,337,0,0
2023-08-07,MBA13,399,0,0
2023-08-08,MBA13,413,0,0
2023-08-09,MBA13,405,0,0
2023-08-10,MBA13,407,0,0
2023-08-11,MBA13,424,0,0
2023-08-12,MBA13,315,0,0
2023-08-13,MBA13,335,0,0
2023-08-14,MBA13,338,0,1
2023-08-15,MBA13,391,0,0
2023-08-16,MBA13,387,0,0
2023-08-17,MBA13,425,1,0
2023-08-18,MBA13,379,0,0
2023-08-19,MBA13,334,0,0
2023-08-20,MBA13,340,0,0
2023-08-21,MBA13,389,0,0
2023-08-22,MBA13,421,0,0
2023-08-23,MBA13,426,0,0
2023-08-24,MBA13,414,0,0
2023-08-25,MBA13,427,0,0
2023-08-26,MBA13,326,0,0
2023-08-27,MBA13,820,1,0
2023-08-28,MBA13,407,0,0
2023-08-29,MBA13,394,0,0
2023-08-30,MBA13,401,0,0
2023-08-31,MBA13,409,0,0
2023-09-01,MBA13,329,0,1
2023-09-02,MBA13,337,0,0
2023-09-03,MBA13,302,0,0
2023-09-04,MBA13,450,0,0
2023-09-05,MBA13,396,0,0
2023-09-06,MBA13,418,0,0
2023-09-07,MBA13,331,0,1
2023-09-08,MBA13,400,0,0
2023-09-09,MBA13,339,0,0
2023-09-10,MBA13,318,0,0
2023-09-11,MBA13,408,0,0
2023-09-12,MBA13,437,0,0
2023-09-13,MBA13,403,0,0
2023-09-14,MBA13,410,0,0
2023-09-15,MBA13,394,0,0
2023-09-16,MBA13,340,0,0
2023-09-17,MBA13,320,0,0
2023-09-18,MBA13,413,0,0
2023-09-19,MBA13,341,0,1
2023-09-20,MBA13,405,0,0
2023-09-21,MBA13,417,0,0
2023-09-22,MBA13,414,0,0
2023-09-23,MBA13,346,0,0
2023-09-24,MBA13,339,0,0
2023-09-25,MBA13,427,0,0
2023-09-26,MBA13,405,0,0
2023-09-27,MBA13,391,0,0
2023-09-28,MBA13,386,0,0
2023-09-29,MBA13,387,0,0
2023-09-30,MBA13,327,0,0
2023-10-01,MBA13,248,0,0
2023-10-02,MBA13,293,0,0
2023-10-03,MBA13,271,0,0
2023-10-04,MBA13,293,0,0
2023-10-05,MBA13,296,0,0
2023-10-06,MBA13,303,0,0
2023-10-07,MBA13,265,0,0
2023-10-08,MBA13,220,0,0
2023-10-09,MBA13,312,0,0
2023-10-10,MBA13,311,0,0
2023-10-11,MBA13,239,0,1
2023-10-12,MBA13,308,0,0
2023-10-13,MBA13,315,1,0
2023-10-14,MBA13,253,0,0
2023-10-15,MBA13,233,0,0
2023-10-16,MBA13,289,0,0
2023-10-17,MBA13,276,0,0
2023-10-18,MBA13,308,0,0
2023-10-19,MBA13,294,0,0
2023-10-20,MBA13,281,0,0
2023-10-21,MBA13,232,0,0
2023-10-22,MBA13,253,0,0
2023-10-23,MBA13,305,0,0
2023-10-24,MBA13,290,0,0
2023-10-25,MBA13,262,0,1
2023-10-26,MBA13,302,0,0
2023-10-27,MBA13,325,1,0
2023-10-28,MBA13,247,0,0
2023-10-29,MBA13,241,0,0
2023-10-30,MBA13,308,0,0
2023-10-31,MBA13,319,0,0
2023-11-01,MBA13,435,0,0
2023-11-02,MBA13,450,0,0
2023-11-03,MBA13,429,0,0
2023-11-04,MBA13,381,0,0
2023-11-05,MBA13,877,1,0
2023-11-06,MBA13,470,0,0
2023-11-07,MBA13,422,0,0
2023-11-08,MBA13,434,0,0
2023-11-09,MBA13,467,1,0
2023-11-10,MBA13,478,1,0
2023-11-11,MBA13,378,0,0
2023-11-12,MBA13,376,0,0
2023-11-13,MBA13,415,0,0
2023-11-14,MBA13,94,0,1
2023-11-15,MBA13,428,0,0
2023-11-16,MBA13,453,0,0
2023-11-17,MBA13,103,0,1
2023-11-18,MBA13,360,0,0
2023-11-19,MBA13,348,0,0
2023-11-20,MBA13,424,0,0
2023-11-21,MBA13,429,0,0
2023-11-22,MBA13,450,1,0
2023-11-23,MBA13,440,0,0
2023-11-24,MBA13,454,0,0
2023-11-25,MBA13,357,0,0
2023-11-26,MBA13,339,0,0
2023-11-27,MBA13,422,0,0
2023-11-28,MBA13,98,0,1
2023-11-29,MBA13,466,0,0
2023-11-30,MBA13,440,0,0
2023-12-01,MBA13,78,0,1
2023-12-02,MBA13,342,0,0
2023-12-03,MBA13,364,0,0
2023-12-04,MBA13,483,1,0
2023-12-05,MBA13,435,0,0
2023-12-06,MBA13,432,0,0
2023-12-07,MBA13,419,0,0
2023-12-08,MBA13,89,0,1
2023-12-09,MBA13,366,0,0
2023-12-10,MBA13,345,0,0
2023-12-11,MBA13,442,0,0
2023-12-12,MBA13,446,0,0
2023-12-13,MBA13,447,0,0
2023-12-14,MBA13,446,1,0
2023-12-15,MBA13,427,0,0
2023-12-16,MBA13,890,1,0
2023-12-17,MBA13,365,0,0
2023-12-18,MBA13,469,0,0
2023-12-19,MBA13,423,0,0
2023-12-20,MBA13,443,0,0
2023-12-21,MBA13,439,0,0
2023-12-22,MBA13,433,0,0
2023-12-23,MBA13,372,0,0
2023-12-24,MBA13,363,0,0
2023-12-25,MBA13,447,0,0
2023-12-26,MBA13,444,1,0
2023-12-27,MBA13,434,0,0
2023-12-28,MBA13,440,0,0
2023-12-29,MBA13,441,0,0
2023-12-30,MBA13,390,0,0
2023-12-31,MBA13,351,0,0
2024-01-01,MBA13,276,0,0
2024-01-02,MBA13,313,0,0
2024-01-03,MBA13,319,0,0
2024-01-04,MBA13,312,0,0
2024-01-05,MBA13,271,0,0
2024-01-06,MBA13,256,0,0
2024-01-07,MBA13,260,0,0
2024-01-08,MBA13,294,0,0
2024-01-09,MBA13,302,0,0
2024-01-10,MBA13,248,0,1
2024-01-11,MBA13,319,1,0
2024-01-12,MBA13,306,0,0
2024-01-13,MBA13,257,0,0
2024-01-14,MBA13,622,1,0
2024-01-15,MBA13,290,0,0
2024-01-16,MBA13,324,0,0
2024-01-17,MBA13,297,0,0
2024-01-18,MBA13,309,0,0
2024-01-19,MBA13,305,0,0
2024-01-20,MBA13,236,0,0
2024-01-21,MBA13,265,0,0
2024-01-22,MBA13,338,1,0
2024-01-23,MBA13,306,0,0
2024-01-24,MBA13,311,0,0
2024-01-25,MBA13,313,0,0
2024-01-26,MBA13,296,0,0
2024-01-27,MBA13,617,1,0
2024-01-28,MBA13,252,0,0
2024-01-29,MBA13,295,0,0
2024-01-30,MBA13,311,0,0
2024-01-31,MBA13,279,0,0
2024-02-01,MBA13,305,0,0
2024-02-02,MBA13,316,0,0
2024-02-03,MBA13,205,0,1
2024-02-04,MBA13,268,0,0
2024-02-05,MBA13,296,0,0
2024-02-06,MBA13,310,0,0
2024-02-07,MBA13,325,0,0
2024-02-08,MBA13,316,0,0
2024-02-09,MBA13,323,0,0
2024-02-10,MBA13,614,1,0
2024-02-11,MBA13,253,0,0
2024-02-12,MBA13,308,0,0
2024-02-13,MBA13,328,1,0
2024-02-14,MBA13,300,0,0
