date,sku_id,units_sold
2022-10-15,MBA13,222
2022-10-16,MBA13,240
2022-10-17,MBA13,89
2022-10-18,MBA13,307
2022-10-19,MBA13,291
2022-10-20,MBA13,270
2022-10-21,MBA13,276
2022-10-22,MBA13,307
2022-10-23,MBA13,292
2022-10-24,MBA13,275
2022-10-25,MBA13,260
2022-10-26,MBA13,279
2022-10-27,MBA13,284
2022-10-28,MBA13,256
2022-10-29,MBA13,247
2022-10-30,MBA13,233
2022-10-31,MBA13,280
2022-11-01,MBA13,406
2022-11-02,MBA13,452
2022-11-03,MBA13,402
2022-11-04,MBA13,508
2022-11-05,MBA13,351
2022-11-06,MBA13,348
2022-11-07,MBA13,443
2022-11-08,MBA13,479
2022-11-09,MBA13,406
2022-11-10,MBA13,446
2022-11-11,MBA13,445
2022-11-12,MBA13,380
2022-11-13,MBA13,336
2022-11-14,MBA13,458
2022-11-15,MBA13,404
2022-11-16,MBA13,351
2022-11-17,MBA13,373
2022-11-18,MBA13,427
2022-11-19,MBA13,375
2022-11-20,MBA13,348
2022-11-21,MBA13,432
2022-11-22,MBA13,445
2022-11-23,MBA13,443
2022-11-24,MBA13,468
2022-11-25,MBA13,410
2022-11-26,MBA13,359
2022-11-27,MBA13,396
2022-11-28,MBA13,440
2022-11-29,MBA13,470
2022-11-30,MBA13,411
2022-12-01,MBA13,459
2022-12-02,MBA13,459
2022-12-03,MBA13,290
2022-12-04,MBA13,355
2022-12-05,MBA13,432
2022-12-06,MBA13,454
2022-12-07,MBA13,432
2022-12-08,MBA13,804
2022-12-09,MBA13,430
2022-12-10,MBA13,369
2022-12-11,MBA13,319
2022-12-12,MBA13,442
2022-12-13,MBA13,480
2022-12-14,MBA13,409
2022-12-15,MBA13,217
2022-12-16,MBA13,422
2022-12-17,MBA13,430
2022-12-18,MBA13,363
2022-12-19,MBA13,647
2022-12-20,MBA13,407
2022-12-21,MBA13,454
2022-12-22,MBA13,429
2022-12-23,MBA13,415
2022-12-24,MBA13,401
2022-12-25,MBA13,337
2022-12-26,MBA13,417
2022-12-27,MBA13,419
2022-12-28,MBA13,450
2022-12-29,MBA13,417
2022-12-30,MBA13,175
2022-12-31,MBA13,322
2023-01-01,MBA13,250
2023-01-02,MBA13,299
2023-01-03,MBA13,444
2023-01-04,MBA13,279
2023-01-05,MBA13,306
2023-01-06,MBA13,214
2023-01-07,MBA13,282
2023-01-08,MBA13,234
2023-01-09,MBA13,290
2023-01-10,MBA13,256
2023-01-11,MBA13,277
2023-01-12,MBA13,457
2023-01-13,MBA13,346
2023-01-14,MBA13,248
2023-01-15,MBA13,241
2023-01-16,MBA13,291
2023-01-17,MBA13,295
2023-01-18,MBA13,311
2023-01-19,MBA13,311
2023-01-20,MBA13,281
2023-01-21,MBA13,283
2023-01-22,MBA13,256
2023-01-23,MBA13,261
2023-01-24,MBA13,285
2023-01-25,MBA13,338
2023-01-26,MBA13,251
2023-01-27,MBA13,323
2023-01-28,MBA13,175
2023-01-29,MBA13,302
2023-01-30,MBA13,285
2023-01-31,MBA13,316
2023-02-01,MBA13,307
2023-02-02,MBA13,425
2023-02-03,MBA13,375
2023-02-04,MBA13,268
2023-02-05,MBA13,202
2023-02-06,MBA13,482
2023-02-07,MBA13,309
2023-02-08,MBA13,270
2023-02-09,MBA13,337
2023-02-10,MBA13,427
2023-02-11,MBA13,300
2023-02-12,MBA13,298
2023-02-13,MBA13,298
2023-02-14,MBA13,330
2023-02-15,MBA13,291
2023-02-16,MBA13,309
2023-02-17,MBA13,252
2023-02-18,MBA13,218
2023-02-19,MBA13,264
2023-02-20,MBA13,244
2023-02-21,MBA13,306
2023-02-22,MBA13,426
2023-02-23,MBA13,283
2023-02-24,MBA13,307
2023-02-25,MBA13,284
2023-02-26,MBA13,222
2023-02-27,MBA13,302
2023-02-28,MBA13,362
2023-03-01,MBA13,327
2023-03-02,MBA13,284
2023-03-03,MBA13,324
2023-03-04,MBA13,192
2023-03-05,MBA13,243
2023-03-06,MBA13,324
2023-03-07,MBA13,316
2023-03-08,MBA13,323
2023-03-09,MBA13,331
2023-03-10,MBA13,318
2023-03-11,MBA13,260
2023-03-12,MBA13,252
2023-03-13,MBA13,266
2023-03-14,MBA13,197
2023-03-15,MBA13,341
2023-03-16,MBA13,300
2023-03-17,MBA13,256
2023-03-18,MBA13,262
2023-03-19,MBA13,210
2023-03-20,MBA13,346
2023-03-21,MBA13,317
2023-03-22,MBA13,238
2023-03-23,MBA13,332
2023-03-24,MBA13,312
2023-03-25,MBA13,269
2023-03-26,MBA13,100
2023-03-27,MBA13,285
2023-03-28,MBA13,350
2023-03-29,MBA13,288
2023-03-30,MBA13,352
2023-03-31,MBA13,289
2023-04-01,MBA13,236
2023-04-02,MBA13,276
2023-04-03,MBA13,119
2023-04-04,MBA13,355
2023-04-05,MBA13,269
2023-04-06,MBA13,336
2023-04-07,MBA13,296
2023-04-08,MBA13,77
2023-04-09,MBA13,258
2023-04-10,MBA13,342
2023-04-11,MBA13,357
2023-04-12,MBA13,285
2023-04-13,MBA13,283
2023-04-14,MBA13,286
2023-04-15,MBA13,239
2023-04-16,MBA13,233
2023-04-17,MBA13,263
2023-04-18,MBA13,314
2023-04-19,MBA13,290
2023-04-20,MBA13,382
2023-04-21,MBA13,334
2023-04-22,MBA13,233
2023-04-23,MBA13,265
2023-04-24,MBA13,321
2023-04-25,MBA13,339
2023-04-26,MBA13,244
2023-04-27,MBA13,261
2023-04-28,MBA13,275
2023-04-29,MBA13,245
2023-04-30,MBA13,128
2023-05-01,MBA13,274
2023-05-02,MBA13,347
2023-05-03,MBA13,265
2023-05-04,MBA13,311
2023-05-05,MBA13,313
2023-05-06,MBA13,259
2023-05-07,MBA13,269
2023-05-08,MBA13,337
2023-05-09,MBA13,354
2023-05-10,MBA13,290
2023-05-11,MBA13,275
2023-05-12,MBA13,317
2023-05-13,MBA13,358
2023-05-14,MBA13,252
2023-05-15,MBA13,304
2023-05-16,MBA13,325
2023-05-17,MBA13,376
2023-05-18,MBA13,311
2023-05-19,MBA13,356
2023-05-20,MBA13,266
2023-05-21,MBA13,251
2023-05-22,MBA13,288
2023-05-23,MBA13,309
2023-05-24,MBA13,307
2023-05-25,MBA13,279
2023-05-26,MBA13,284
2023-05-27,MBA13,337
2023-05-28,MBA13,241
2023-05-29,MBA13,234
2023-05-30,MBA13,105
2023-05-31,MBA13,289
2023-06-01,MBA13,318
2023-06-02,MBA13,286
2023-06-03,MBA13,253
2023-06-04,MBA13,226
2023-06-05,MBA13,325
2023-06-06,MBA13,299
2023-06-07,MBA13,106
2023-06-08,MBA13,280
2023-06-09,MBA13,417
2023-06-10,MBA13,223
2023-06-11,MBA13,242
2023-06-12,MBA13,340
2023-06-13,MBA13,314
2023-06-14,MBA13,318
2023-06-15,MBA13,324
2023-06-16,MBA13,548
2023-06-17,MBA13,287
2023-06-18,MBA13,262
2023-06-19,MBA13,315
2023-06-20,MBA13,277
2023-06-21,MBA13,278
2023-06-22,MBA13,302
2023-06-23,MBA13,281
2023-06-24,MBA13,368
2023-06-25,MBA13,230
2023-06-26,MBA13,221
2023-06-27,MBA13,329
2023-06-28,MBA13,458
2023-06-29,MBA13,101
2023-06-30,MBA13,289
2023-07-01,MBA13,296
2023-07-02,MBA13,384
2023-07-03,MBA13,273
2023-07-04,MBA13,402
2023-07-05,MBA13,269
2023-07-06,MBA13,293
2023-07-07,MBA13,284
2023-07-08,MBA13,264
2023-07-09,MBA13,462
2023-07-10,MBA13,334
2023-07-11,MBA13,364
2023-07-12,MBA13,315
2023-07-13,MBA13,283
2023-07-14,MBA13,339
2023-07-15,MBA13,249
2023-07-16,MBA13,277
2023-07-17,MBA13,316
2023-07-18,MBA13,376
2023-07-19,MBA13,268
2023-07-20,MBA13,285
2023-07-21,MBA13,402
2023-07-22,MBA13,242
2023-07-23,MBA13,207
2023-07-24,MBA13,322
2023-07-25,MBA13,339
2023-07-26,MBA13,299
2023-07-27,MBA13,240
2023-07-28,MBA13,85
2023-07-29,MBA13,253
2023-07-30,MBA13,280
2023-07-31,MBA13,339
2023-08-01,MBA13,408
2023-08-02,MBA13,431
2023-08-03,MBA13,356
2023-08-04,MBA13,458
2023-08-05,MBA13,377
2023-08-06,MBA13,348
2023-08-07,MBA13,418
2023-08-08,MBA13,408
2023-08-09,MBA13,448
2023-08-10,MBA13,435
2023-08-11,MBA13,313
2023-08-12,MBA13,319
2023-08-13,MBA13,293
2023-08-14,MBA13,365
2023-08-15,MBA13,448
2023-08-16,MBA13,407
2023-08-17,MBA13,425
2023-08-18,MBA13,411
2023-08-19,MBA13,288
2023-08-20,MBA13,279
2023-08-21,MBA13,394
2023-08-22,MBA13,604
2023-08-23,MBA13,397
2023-08-24,MBA13,450
2023-08-25,MBA13,406
2023-08-26,MBA13,321
2023-08-27,MBA13,344
2023-08-28,MBA13,410
2023-08-29,MBA13,516
2023-08-30,MBA13,433
2023-08-31,MBA13,406
2023-09-01,MBA13,440
2023-09-02,MBA13,343
2023-09-03,MBA13,401
2023-09-04,MBA13,563
2023-09-05,MBA13,377
2023-09-06,MBA13,430
2023-09-07,MBA13,418
2023-09-08,MBA13,387
2023-09-09,MBA13,349
2023-09-10,MBA13,300
2023-09-11,MBA13,408
2023-09-12,MBA13,476
2023-09-13,MBA13,394
2023-09-14,MBA13,411
2023-09-15,MBA13,373
2023-09-16,MBA13,353
2023-09-17,MBA13,305
2023-09-18,MBA13,132
2023-09-19,MBA13,407
2023-09-20,MBA13,420
2023-09-21,MBA13,463
2023-09-22,MBA13,424
2023-09-23,MBA13,371
2023-09-24,MBA13,290
2023-09-25,MBA13,399
2023-09-26,MBA13,455
2023-09-27,MBA13,403
2023-09-28,MBA13,409
2023-09-29,MBA13,462
2023-09-30,MBA13,302
2023-10-01,MBA13,224
2023-10-02,MBA13,258
2023-10-03,MBA13,358
2023-10-04,MBA13,337
2023-10-05,MBA13,336
2023-10-06,MBA13,292
2023-10-07,MBA13,198
2023-10-08,MBA13,190
2023-10-09,MBA13,349
2023-10-10,MBA13,322
2023-10-11,MBA13,328
2023-10-12,MBA13,312
2023-10-13,MBA13,277
2023-10-14,MBA13,236
2023-10-15,MBA13,212
2023-10-16,MBA13,266
2023-10-17,MBA13,334
2023-10-18,MBA13,250
2023-10-19,MBA13,270
2023-10-20,MBA13,295
2023-10-21,MBA13,249
2023-10-22,MBA13,200
2023-10-23,MBA13,249
2023-10-24,MBA13,318
2023-10-25,MBA13,462
2023-10-26,MBA13,349
2023-10-27,MBA13,343
2023-10-28,MBA13,258
2023-10-29,MBA13,262
2023-10-30,MBA13,259
2023-10-31,MBA13,294
2023-11-01,MBA13,464
2023-11-02,MBA13,466
2023-11-03,MBA13,420
2023-11-04,MBA13,363
2023-11-05,MBA13,329
2023-11-06,MBA13,457
2023-11-07,MBA13,414
2023-11-08,MBA13,480
2023-11-09,MBA13,494
2023-11-10,MBA13,488
2023-11-11,MBA13,102
2023-11-12,MBA13,328
2023-11-13,MBA13,494
2023-11-14,MBA13,458
2023-11-15,MBA13,494
2023-11-16,MBA13,420
2023-11-17,MBA13,405
2023-11-18,MBA13,357
2023-11-19,MBA13,330
2023-11-20,MBA13,447
2023-11-21,MBA13,387
2023-11-22,MBA13,372
2023-11-23,MBA13,452
2023-11-24,MBA13,495
2023-11-25,MBA13,370
2023-11-26,MBA13,374
2023-11-27,MBA13,442
2023-11-28,MBA13,445
2023-11-29,MBA13,392
2023-11-30,MBA13,414
2023-12-01,MBA13,481
2023-12-02,MBA13,184
2023-12-03,MBA13,345
2023-12-04,MBA13,442
2023-12-05,MBA13,480
2023-12-06,MBA13,421
2023-12-07,MBA13,451
2023-12-08,MBA13,403
2023-12-09,MBA13,326
2023-12-10,MBA13,358
2023-12-11,MBA13,463
2023-12-12,MBA13,512
2023-12-13,MBA13,401
2023-12-14,MBA13,448
2023-12-15,MBA13,439
2023-12-16,MBA13,341
2023-12-17,MBA13,395
2023-12-18,MBA13,458
2023-12-19,MBA13,459
2023-12-20,MBA13,399
2023-12-21,MBA13,427
2023-12-22,MBA13,441
2023-12-23,MBA13,361
2023-12-24,MBA13,438
2023-12-25,MBA13,429
2023-12-26,MBA13,354
2023-12-27,MBA13,441
2023-12-28,MBA13,456
2023-12-29,MBA13,441
2023-12-30,MBA13,258
2023-12-31,MBA13,365
2024-01-01,MBA13,330
2024-01-02,MBA13,269
2024-01-03,MBA13,92
2024-01-04,MBA13,310
2024-01-05,MBA13,291
2024-01-06,MBA13,242
2024-01-07,MBA13,258
2024-01-08,MBA13,312
2024-01-09,MBA13,344
2024-01-10,MBA13,262
2024-01-11,MBA13,266
2024-01-12,MBA13,304
2024-01-13,MBA13,270
2024-01-14,MBA13,396
2024-01-15,MBA13,298
2024-01-16,MBA13,311
2024-01-17,MBA13,315
2024-01-18,MBA13,376
2024-01-19,MBA13,311
2024-01-20,MBA13,272
2024-01-21,MBA13,292
2024-01-22,MBA13,306
2024-01-23,MBA13,297
2024-01-24,MBA13,282
2024-01-25,MBA13,266
2024-01-26,MBA13,257
2024-01-27,MBA13,230
2024-01-28,MBA13,287
2024-01-29,MBA13,525
2024-01-30,MBA13,295
2024-01-31,MBA13,359
2024-02-01,MBA13,352
2024-02-02,MBA13,290
2024-02-03,MBA13,258
2024-02-04,MBA13,255
2024-02-05,MBA13,490
2024-02-06,MBA13,299
2024-02-07,MBA13,504
2024-02-08,MBA13,285
2024-02-09,MBA13,355
2024-02-10,MBA13,275
2024-02-11,MBA13,291
2024-02-12,MBA13,321
2024-02-13,MBA13,288
2024-02-14,MBA13,332
2024-02-15,MBA13,356
2024-02-16,MBA13,321
2024-02-17,MBA13,221
2024-02-18,MBA13,233
2024-02-19,MBA13,313
2024-02-20,MBA13,361
2024-02-21,MBA13,372
2024-02-22,MBA13,283
2024-02-23,MBA13,324
2024-02-24,MBA13,232
2024-02-25,MBA13,209
2024-02-26,MBA13,331
2024-02-27,MBA13,317
2024-02-28,MBA13,319
2024-02-29,MBA13,306
2024-03-01,MBA13,322
2024-03-02,MBA13,261
2024-03-03,MBA13,280
2024-03-04,MBA13,284
2024-03-05,MBA13,341
2024-03-06,MBA13,336
2024-03-07,MBA13,323
2024-03-08,MBA13,422
2024-03-09,MBA13,266
2024-03-10,MBA13,230
2024-03-11,MBA13,353
2024-03-12,MBA13,312
2024-03-13,MBA13,320
2024-03-14,MBA13,399
2024-03-15,MBA13,337
2024-03-16,MBA13,265
2024-03-17,MBA13,340
2024-03-18,MBA13,271
2024-03-19,MBA13,355
2024-03-20,MBA13,297
2024-03-21,MBA13,336
2024-03-22,MBA13,360
2024-03-23,MBA13,400
2024-03-24,MBA13,459
2024-03-25,MBA13,263
2024-03-26,MBA13,274
2024-03-27,MBA13,284
2024-03-28,MBA13,241
2024-03-29,MBA13,255
2024-03-30,MBA13,301
2024-03-31,MBA13,291
2024-04-01,MBA13,292
2024-04-02,MBA13,386
2024-04-03,MBA13,302
2024-04-04,MBA13,374
2024-04-05,MBA13,375
2024-04-06,MBA13,231
2024-04-07,MBA13,280
2024-04-08,MBA13,349
2024-04-09,MBA13,290
2024-04-10,MBA13,218
2024-04-11,MBA13,339
2024-04-12,MBA13,283
2024-04-13,MBA13,248
2024-04-14,MBA13,259
2024-04-15,MBA13,331
2024-04-16,MBA13,300
2024-04-17,MBA13,320
2024-04-18,MBA13,352
2024-04-19,MBA13,247
2024-04-20,MBA13,268
2024-04-21,MBA13,213
2024-04-22,MBA13,316
2024-04-23,MBA13,252
2024-04-24,MBA13,296
2024-04-25,MBA13,258
2024-04-26,MBA13,329
2024-04-27,MBA13,234
2024-04-28,MBA13,251
2024-04-29,MBA13,371
2024-04-30,MBA13,291
2024-05-01,MBA13,327
2024-05-02,MBA13,337
2024-05-03,MBA13,353
2024-05-04,MBA13,249
2024-05-05,MBA13,245
2024-05-06,MBA13,304
2024-05-07,MBA13,324
2024-05-08,MBA13,362
2024-05-09,MBA13,303
2024-05-10,MBA13,230
2024-05-11,MBA13,282
2024-05-12,MBA13,255
2024-05-13,MBA13,329
2024-05-14,MBA13,259
2024-05-15,MBA13,111
2024-05-16,MBA13,274
2024-05-17,MBA13,331
2024-05-18,MBA13,255
2024-05-19,MBA13,264
2024-05-20,MBA13,297
2024-05-21,MBA13,293
2024-05-22,MBA13,346
2024-05-23,MBA13,401
2024-05-24,MBA13,302
2024-05-25,MBA13,257
2024-05-26,MBA13,250
2024-05-27,MBA13,284
2024-05-28,MBA13,297
2024-05-29,MBA13,379
2024-05-30,MBA13,288
2024-05-31,MBA13,314
2024-06-01,MBA13,231
2024-06-02,MBA13,250
2024-06-03,MBA13,288
2024-06-04,MBA13,294
2024-06-05,MBA13,263
2024-06-06,MBA13,315
2024-06-07,MBA13,300
2024-06-08,MBA13,143
2024-06-09,MBA13,282
2024-06-10,MBA13,309
2024-06-11,MBA13,322
2024-06-12,MBA13,286
2024-06-13,MBA13,315
2024-06-14,MBA13,263
2024-06-15,MBA13,315
2024-06-16,MBA13,289
2024-06-17,MBA13,314
2024-06-18,MBA13,340
2024-06-19,MBA13,290
2024-06-20,MBA13,346
2024-06-21,MBA13,300
2024-06-22,MBA13,239
2024-06-23,MBA13,220
2024-06-24,MBA13,326
2024-06-25,MBA13,312
2024-06-26,MBA13,359
2024-06-27,MBA13,276
2024-06-28,MBA13,326
2024-06-29,MBA13,292
2024-06-30,MBA13,339
2024-07-01,MBA13,318
2024-07-02,MBA13,300
2024-07-03,MBA13,317
2024-07-04,MBA13,356
2024-07-05,MBA13,356
2024-07-06,MBA13,248
2024-07-07,MBA13,296
2024-07-08,MBA13,311
2024-07-09,MBA13,340
2024-07-10,MBA13,330
2024-07-11,MBA13,298
2024-07-12,MBA13,281
2024-07-13,MBA13,293
2024-07-14,MBA13,303
2024-07-15,MBA13,325
2024-07-16,MBA13,311
2024-07-17,MBA13,272
2024-07-18,MBA13,352
2024-07-19,MBA13,321
2024-07-20,MBA13,244
2024-07-21,MBA13,282
2024-07-22,MBA13,266
2024-07-23,MBA13,387
2024-07-24,MBA13,289
2024-07-25,MBA13,336
2024-07-26,MBA13,334
2024-07-27,MBA13,261
2024-07-28,MBA13,274
2024-07-29,MBA13,254
2024-07-30,MBA13,235
2024-07-31,MBA13,320
2024-08-01,MBA13,419
2024-08-02,MBA13,413
2024-08-03,MBA13,355
2024-08-04,MBA13,347
2024-08-05,MBA13,685
2024-08-06,MBA13,389
2024-08-07,MBA13,457
2024-08-08,MBA13,433
2024-08-09,MBA13,482
2024-08-10,MBA13,340
2024-08-11,MBA13,330
2024-08-12,MBA13,385
2024-08-13,MBA13,605
2024-08-14,MBA13,435
2024-08-15,MBA13,451
2024-08-16,MBA13,657
2024-08-17,MBA13,177
2024-08-18,MBA13,316
2024-08-19,MBA13,422
2024-08-20,MBA13,430
2024-08-21,MBA13,442
2024-08-22,MBA13,443
2024-08-23,MBA13,511
2024-08-24,MBA13,390
2024-08-25,MBA13,329
2024-08-26,MBA13,491
2024-08-27,MBA13,383
2024-08-28,MBA13,387
2024-08-29,MBA13,447
2024-08-30,MBA13,412
2024-08-31,MBA13,260
2024-09-01,MBA13,390
2024-09-02,MBA13,441
2024-09-03,MBA13,417
2024-09-04,MBA13,415
2024-09-05,MBA13,413
2024-09-06,MBA13,351
2024-09-07,MBA13,311
2024-09-08,MBA13,414
2024-09-09,MBA13,410
2024-09-10,MBA13,395
2024-09-11,MBA13,358
2024-09-12,MBA13,425
2024-09-13,MBA13,428
2024-09-14,MBA13,315
2024-09-15,MBA13,377
2024-09-16,MBA13,421
2024-09-17,MBA13,397
2024-09-18,MBA13,370
2024-09-19,MBA13,430
2024-09-20,MBA13,438
2024-09-21,MBA13,324
2024-09-22,MBA13,346
2024-09-23,MBA13,475
2024-09-24,MBA13,451
